stage,axial,blastomeres,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,48.01,715.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,20.25,713.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.03,0,0,0,0,0,6.49,0,0,0,0,0,0,0,0,0,0,0
  7-9,6.67,19.57,13.85,0,0,0,94.39,0,0,0,0,0,5.49,0,0,0,0,0,0,0,0,0,0,0,642.14,20.03,0,0,184.94,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,25.38,66.32,0,0,0,27.64,0,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,761.4,28.13,0,0,278.8,0,0,20.51,0,5.34,0,0,0,0,0,0,0,0
 14-21,0,0,4.28,65.72,7.08,0,21.64,0,0,0,5,2.38,1.08,0.92,0,0,0,0,0,0,41.01,0,0,16.59,398.69,24.6,0,4.44,11.1,0,3.11,0,75.69,5.16,7.7,66.59,91.04,0,0,11.3,0,1.92
 24-34,0,0,2.3,18.43,4.02,0,87.04,1.2,0,1.44,13.56,2.45,0,2.82,0,1.18,0.63,4.01,0,2.37,130.02,1.03,0,42.15,551.8,2.95,1.65,4.52,0,0.99,11.18,0,0,0,0,16.85,85.52,0,0,19.99,0,3.74
 36-46,0,0,0.59,10,0.9,0,56.21,0,0,1.98,30.53,0,0,1.65,0,0,1.49,0,1.34,0.82,105.16,0,0,20.98,285.5,4.89,0,4.24,0,0.77,19.72,0,0,0.63,0.58,0,67.89,0,0,7.53,0,13.29
 48-58,0,0,0.4,5.02,0,0,64.33,0,7.74,3.86,37.23,1.57,0,6.9,0,0,11.05,2.12,0,3.38,129.44,1.37,5.61,14.49,190.1,4.64,1.86,1.34,0,0.55,13.42,0,0,0.57,0,0,53.12,0,0.42,6.31,0,0.4
 60-70,0,0,0,12.5,0,0,44.84,5.22,0,3.16,64.31,1.45,0,0,0,0,0,0,5.09,0,156.42,0,5.63,6.2,99.51,0,0,7.27,0,0,3.19,0,0,0.93,0,0,12.96,0,4.74,11.16,0,9.9
 72-82,0,0,0,8.49,0,1.16,18.66,0.69,0.8,15.47,50.44,0,0,1.69,0,0,0,0,0,0.49,171.75,0,5.77,19.87,81.95,0,0,8.25,0,4.15,5.58,0,0,1.35,0,0,6.66,0.81,6.32,7.33,6.49,0
 84-94,0,0,0,12.39,3.31,0,29.15,3.8,2.9,5.09,62.41,2.75,0,6.69,1.01,0.63,2.37,0.66,0,0,213.8,0,11.67,20.97,63.53,0.57,0,4.39,0,0,26.66,0,0,0,0.59,0,9.44,0.72,10.24,7.57,3.5,4.59
 96-106,0,0,0,15.39,14.42,0,17.21,1.95,0,7.15,43.34,1.5,0,1.52,1.52,0,0.67,2.05,0.99,0,140.37,0,8.57,13.24,62.26,0,0,5.53,0,5.61,8.7,0,0,0,0.64,0,5.78,0.83,5.7,13.97,5.79,2.21
108-118,0,0,0,15.04,4.43,3.81,38.82,1.38,0.54,9.8,56.64,4.03,0,0.68,1.35,0.92,7.03,3,2.73,0.5,156.13,0,6.28,19.7,111.12,3.93,4.08,12.6,0,0,5.66,0,0,1.81,0.56,0,5.7,0.66,4.74,2.99,2.52,1.74
120,0,0,0,18.41,2.1,0,21.98,0,1.11,5.18,16.68,0,0,0,0,1.4,5.23,0,1.23,0,134.53,0,9,21.34,111.89,0,0,0,0,0,5.6,0,0,0,0,0,2.78,2.31,0,21.75,12.12,0
