stage,axial,blastomeres,epidermis,erythrocytes,mesenchyme,neural,notochord,olfactory
  3-4,0,47.4,0,0,0,0,0,0
  5-6,8.85,54.68,0,0,0,0,0,0
  7-9,0,0,0,0,0,12.48,0,0
 10-12,0,0,0,0,0,0,5.15,0
 72-82,0,0,1.13,0,0,2.34,0,0
 84-94,0,0,0,1.28,0,0,0,0
108-118,0,0,0,0,0.43,0,0,0.47
