stage,axial,blastomeres,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,0,47.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.57,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,20.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,309.49,16.9,0,0,0,287.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5791.17,10.59,0,0,605.46,0,0,6.94,0,0,0,0,0,0,0,0,0,0
 10-12,0,597.11,46.62,0,5.32,0,241.48,0,0,0,0,0,9.27,0,0,0,0,0,0,0,0,0,0,3.87,13110.53,41.23,0,0,2132.84,0,7.72,0,0,90.99,0,25.97,0,0,0,0,0,0
 14-21,0,0,0,387.48,16.42,0,368.72,0,1.07,0,52.13,0,3.13,0.92,1.07,1.21,1.11,0,0,90.48,119.63,0,0,902.24,14560.65,15.09,0,7.23,240.55,0,8.55,0,239.05,11.34,4.24,2667.34,6415.53,0,0,0,0,74
 24-34,0,0,1.7,48.09,1.63,0,243.45,0,3.15,10.3,290.95,2.43,7.9,0,0,2.22,26.63,1.31,0,63.02,483.75,0,0,831.81,22264.43,8.2,8.49,7.19,0,0,20.14,0,11.15,0.79,3.77,307.5,5205.11,0,0,10.13,0,108.67
 36-46,0,0,0,16.05,0,0,84.42,0,0,9.66,1270.26,0,0,0,2.26,1.28,19.17,0.95,0,9.01,864.61,0,0,362.39,18151.45,2.66,6.71,3.88,0,0,17.9,0,8.08,9.88,0.7,3.38,6610.02,0,0,6.44,0,34.87
 48-58,0,0,0,7.67,0.39,0,206.79,0,7.34,5.16,2035.43,0,0,3.14,1.78,0,9.73,0,3.27,32.39,563.48,0,4.5,227.95,6816.88,0,3.73,0.64,0,0,2.56,0,0,0,0,0.55,3857.6,0,0.61,1.49,0,14.51
 60-70,0,0,0,0.77,0,0,102.17,0,0,3.09,1266.37,0,0,1.17,1.8,0,7.26,1.52,0,10.26,649.29,0.85,2.28,145.51,2455.11,5.95,0,9.37,0,0.84,3.07,0,0,0,0,0,1123.98,0,0,0,0,6.44
 72-82,0,0,0,11.49,7.07,0,150.55,0,3.46,6.86,1022.19,0,0,0,0,0,6.99,0,0,6.27,620.54,0,0,150.44,1528.7,0,0.97,0,0,7.36,2.88,0,0,0,0,0,257.35,1.74,0.77,0.96,1.8,0.9
 84-94,0,0,0,8.9,0,2.83,158.53,0,0,4.91,885.89,0,0,0,0,0.66,6.24,0,0,21.37,488.44,0,2.7,187.31,1384.04,0.64,0,1.47,0,0,7.04,0,0,0,0,0,247.83,0,0,0.75,0,6.23
 96-106,0,0,0,13.53,6.39,0,78.68,2.32,0,5.47,723.61,0,0,0,2.86,0,31.84,0,4.05,6.62,405.66,0,0.78,173.45,782.22,0,0,1.86,1.2,2.96,4.14,0,0,0.68,0,0,16.23,0,0,0,0,6.55
108-118,0,0,0,3.81,4.59,0.56,63.61,0,0,0,660.73,0,0,0,2.69,0,42.26,0,0,7.03,408.57,0.94,1.38,126.29,1007.31,0.51,5.5,0,0,2.63,0,0,0,0.54,0,0,21.82,0,0,0,0.49,19.49
120,1.19,0,0,18.36,3.03,2.68,66.78,0,0,0,814.09,0,0,0,0,0,46.43,0,0,1.45,276.01,0,0,122.44,989.08,0,2.9,5.57,0,0,2.19,0,0,0,0,0,34.18,0,0,2.49,0,18.82
