stage,eye,mesenchyme,neural
 24-34,0,0,0.97
 48-58,2.65,0,0.68
 60-70,19.79,0,0.84
 72-82,44.55,1.59,0.84
 84-94,32.88,0,0.96
 96-106,8.46,0,0
108-118,41.7,0,0
120,55.07,0,0
