stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  7-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.17,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,0,0,0.92,0,0,0,0,1.64,0,0,0,0,0,0,0,0,0,0,0,1.12,0,0,26.46,19.91,16.16,0,0,0,0,0,1.71,0,1.02,290.34,1.01,0,0,0,0,0
 24-34,0,0,1.1,0.59,32.42,4.58,0,121.45,3560.89,6.72,0,7.35,0.67,0,6.25,6.18,3.64,3.42,0,12.97,14.3,102.16,1.47,0,449.4,1217.74,4.1,4.99,10.25,0,0,101.4,0,3.76,28.19,551.94,137.34,0,0,46.4,0,17.17
 36-46,0,0,0,0,59.4,1.86,0,250.74,10961.38,15.24,11.58,59,0,0,4.24,22.13,14.94,37.83,2.5,23.37,23.26,160.42,0,3.73,517.19,1662.75,2.59,20,11.65,0,0,146.78,1.05,8.98,16.22,5.86,320.56,0,0,16.94,0,43.09
 48-58,0,1.29,0,0.45,118.82,22.7,0,1548.11,12786.39,30.18,36.74,346.56,8.13,1.79,15.49,37.82,16.81,23.91,3.7,78.12,68.76,533.69,6.07,18.96,952.4,5200.03,41.73,27.07,12.53,0,1.38,129.61,0,3.92,10.59,0,1028.67,0,0.44,69.97,0.5,246.46
 60-70,0,0,6.75,0,134.58,41.46,0,2161.22,8401.57,65.36,25.35,325.18,5.39,2.53,8.74,38.17,10.47,19.85,2.56,23.64,15.16,498.51,15.62,31.67,757.4,3657.87,47.12,7.84,31.98,41.1,3.95,128.36,0,31.54,1.97,0,577.46,0.77,6.43,67.78,5.2,289.49
 72-82,0,0,1.17,0,55.71,128.25,2.97,1837.85,4346.7,17.51,77.96,255.03,20.92,2.07,16.51,62.33,6.69,9.69,3.65,46.56,17.33,614.91,4.95,29.28,254.94,2706.86,4.82,15.68,33.02,12.04,5.15,128.81,0,6.69,0,0,297.32,7.01,17.64,95.35,11.01,261.01
 84-94,0,0,10.7,0,159.23,411.64,2.35,1840.03,6657.33,17.06,41.64,299.46,27.88,2.66,5.7,44.98,7.38,34.67,18.28,35.6,62.71,665.63,17.21,29.86,604.18,2705.11,6.09,35.64,24.16,0,18.77,437.54,0,7.1,9.21,0,246.38,15.91,9.98,117.39,17.26,184.16
 96-106,1.12,0,18.25,0,218.95,716.87,16.77,3539.93,13211.62,34.38,90.91,650.24,52.15,0,21.78,62.74,16.75,19.08,19.05,193.16,25.99,1180.06,35.86,27.73,461.4,4037.24,12.45,58.45,62.68,0,27.81,502.92,0,4.12,8.06,0,206.18,11.8,20.34,216.13,39.45,316.12
108-118,0,0,4.25,0.49,250.92,203.5,34.15,2109.04,6999.93,45.23,27.12,424.72,57.41,0,24.92,79.5,22.27,32.57,20.62,79.97,33.02,1077.63,19.26,38.42,1239.6,3367.37,27.62,27.89,32.77,0,21.49,375.09,0,2.63,1.8,0,122.01,11.33,39.58,123.83,20.49,126.78
120,1.19,0,1.22,0,167.52,201.4,8.11,1362.65,3946.02,24.67,0,288.28,23.64,0,6.1,52.51,21.67,68.86,7,45.13,16.6,578.15,1.16,10.64,1107.41,2447.59,42.2,34,26.27,0,5.29,163.87,0,6.6,1.54,0,44.01,23.83,17.74,162.7,21.04,87.19
