stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,50.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,150.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,6.13,5.64,0,3.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135.64,5.9,0,0,32.14,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,11.47,0,13.06,0,0,0,3.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.17,0,0,0,55.15,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,1.36,0,1.3,26.94,11.29,0,1.97,0,0,0,5.69,0.96,0,0,0,0,0,0,0,21.91,0,0,12.29,67.01,0,0.89,0.9,1.02,0,3.3,4.21,0,0,3.54,16.48,0,0,2.2,0,0
 24-34,0,0,0,1.86,45.87,0.95,0,13.22,0,7.16,1.57,1.71,0,0.69,0,0,0,0,0,0.62,128.79,1.42,0,34.77,151.99,0,0,4.42,10.77,0,5.92,0,0,0,2.71,21.98,0,0,34.98,0,0
 36-46,0,0,0,0,42.33,0,0,13.47,0,0,8.16,4.98,0,2.59,0,0,0,0,7.2,0,202,0,2.4,48.2,125.4,0,0,2.4,0,4.12,11.1,0,1.25,0,0,20.71,0,0,8.6,0.78,4.12
 48-58,0,0,0,0,43.31,0,0,36.23,0,8.63,45.94,4.62,0.45,1.73,0,0,1.22,0.53,0,1.66,255.21,0,6.9,45.79,134.94,0,0,0.97,0,0,7.45,0,0.46,0,0,12.36,0,0,10.67,0,6.72
 60-70,0,0,0,0,37.92,0,0,58.92,0,0.68,69.38,7.76,0,0,0,0.71,0.7,2.2,0,0,328.25,0,9.62,35.23,72.96,0.58,4.95,0.72,0,4.31,4.21,0,0,0,0,11.53,0,3.49,9.62,0,6.76
 72-82,0,0,0,0,17.5,0,0,79.1,0,0.8,98.2,17.15,2.39,1.66,0.63,0,1.36,0,0,0.87,365.03,0,18.19,41.88,90.64,0,0,4.1,0,1.05,4.94,0,1.87,0,0,3.91,1.58,5.96,22.24,5.5,9.73
 84-94,0,0,0,0,42.21,1.34,0,58.63,0,4.84,75.78,14.44,3.67,0.6,0.79,6.72,5.88,0,0,2.94,295.03,0,27.85,25.3,40.94,0.76,1.55,5.3,0,0,2.92,0,1.6,0.55,0,1.78,0,4.35,20.79,4.3,0
 96-106,0,0,0,0,25.77,12.15,0.6,37.43,0,3.07,38.17,35.55,0.74,0,0.63,3.51,3.05,0,0,0,331.53,0,10.12,24.97,57.6,0.77,1.82,4.48,0,1.82,8.48,0,0,0,0,1.67,0,8.22,17.11,1.6,10.16
108-118,0,0,0.41,0,32.93,1.18,0.64,47.98,0,4.61,62.69,46.86,2.43,5.17,2.18,0,9.19,0,10.65,3.19,323.3,0,20.51,28.65,82.79,1.11,0,5.92,0,19.32,1.2,0,0.87,0,0,1.1,0,5.15,19.27,4.37,1.94
120,0,0,0,0,61.98,0,0,45.25,6.02,2.9,92.66,38.47,2.64,0,0,0,25.12,0,0,1.51,416.53,1.12,2.61,42.41,110.6,0,0,6.7,0,0,2.95,0,0,0,0,3.3,0,4.12,51.99,10.82,0
