stage,endoderm,melanocytes,mesenchyme,neural,paraxial_mesoderm,periderm,spinal_cord,vascular_smooth_muscle
  7-9,0,0,0,9.29,13.22,0,0,0
 10-12,3.45,0,0,10.3,0,0,0,0
 14-21,0,0,0,0.81,0,2.85,0,0
 36-46,0,0,0,1.29,0,0,0,0
 48-58,0,0,0.65,0.99,0,0,0.92,0
 72-82,0,1.45,0,0,0,0,0,0
 84-94,0,0,5.85,0,0,0,0,0
 96-106,0,0,0.91,0,0,0,0,0
108-118,0,0,2.94,0,0,0,0,4.53
120,0,0,3.84,0,0,1.19,0,0
