stage,epidermis,eye,glial,mesenchyme,muscle,neural,notochord,olfactory,paraxial_mesoderm,spinal_cord
  7-9,0,0,0,0,0,0,4.03,0,4.35,0
 10-12,0,0,0,0,0,28.71,0,0,16.82,0
 14-21,0.82,0,0,4.07,0,0,0,0,0,0
 24-34,0,0,0,1.15,0,0,0,0.95,0,0
 36-46,0,0,0,0,0,1.38,0,0,0,0
 48-58,0,0.7,0,2.13,0,0.49,0,0,0,2.39
 60-70,0,1.59,3.22,0.95,0,0,0,0,0,0
 72-82,0,2.6,0,0,0,1.71,0,0,0,0
 84-94,0,0,0,0.85,2.54,3.13,0,0,0,0
120,0,0,0,0,0,14.02,0,0,0,0
