stage,epidermis,erythrocytes,eye,glial,iridophores,melanocytes,mesenchyme,muscle,neural,spinal.cord
 14-21,2.87,0.86,0,0,0,0,0,0,0,0
 24-34,0,0,0,0,0,0,2.75,0.73,5.8,4.26
 36-46,1.77,0,0,0,0,0,1.68,0,3.58,2.24
 48-58,2.77,0,0,0,0,0,0,0,5.94,0
 60-70,0,0,20.26,0,0,0,0,1.33,4.58,2.34
 72-82,0,0,0,0,0,0,0,0,2.35,0
 84-94,0,0,5.03,0,0.61,0,0,0,6.64,0
 96-106,0,0,0,1.76,0,2.94,0,0,3.76,0
108-118,0,0,0,0,0,0,0,0,3.77,0
120,0,0,4.68,13,0,0,0,0,19.8,0
