stage,endocrine.pancreas,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,pericytes,periderm,pronephros,slow.muscle,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
 24-34,0,0.73,0,0,0.67,0,1.23,0,0,0,0,0,1.85,0,0,0,0,0,1.99,0,0,2.28,0,0.69,0,0,60.4,0,0,0,0,0,0,0,0
 36-46,0,0,0,0,2.16,0,0,0,0,0,0,0,5.47,0,0,0,0,0,15.09,0,0,2.4,0,0,0,0,207.56,0,0,11.42,0,0,0,0,0
 48-58,0,22.28,0,0,13.73,0,0,0,1.33,0,0,0,33.91,0.66,0,0,0,1.62,6.01,0,0,33.06,0,0,0,0,363.51,0,0,4.6,0,0,0.61,0,2.29
 60-70,0,147.7,0,0,37.19,0,4.55,0,1.98,0,0.95,0,48.84,8.2,5.14,0,0,4.56,5.95,0,0,61.72,0,0,0,0,1147.9,0,0,2.02,3.21,0,9.72,0,8.49
 72-82,0,311.52,0.57,0,38.25,0,12.68,2.01,5.5,9.93,0,0,66.22,14.43,1.66,1.31,0,0.59,10.26,0,3.7,54.83,0,0,0,0,1006.95,0,0,0,9.29,3.23,1.13,0.93,6.32
 84-94,1.44,1539.72,15.59,0,89.46,4.89,110.94,9.21,3.71,30.87,0,0,180.64,205.47,0,0,0,31.62,43.48,0,1.29,65.14,2.22,0,0,0,3997.79,0,0,10.53,19.86,0,1.26,0,0
 96-106,0,2535.42,32.19,8.55,149.26,1.15,160.86,0,20.2,197.9,0,0.99,156.44,265.16,7.91,9.22,0.69,57.56,65.83,1.19,9.45,239.65,0.81,3.16,0,1.6,5563.14,1.05,0,16.54,53.59,2.88,9.2,0.74,27.76
108-118,0,3836.5,6.33,6.41,135.51,0,415.02,2.19,13.15,438.45,0,2.87,270.1,654.63,2.29,13.19,3.18,46.27,108.27,2.51,6.31,166.89,0,2.35,4.4,0,6507.71,0,0.43,5.4,92.78,3.31,4.53,1.8,8.83
120,0,2067.55,0,0,51.69,0,124.1,0,16.52,42.93,0,0,213.14,263.09,0,0,0,7.51,138.36,0,0,117.8,0,3.73,0,0,3171.57,1.21,0,2.14,9,0,0,0,0
