stage,axial,blastomeres,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,129.06,2286.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.06,0,0,0,0,0,0,0,0,0,0,0
  5-6,129.55,1689.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.21,17.6,0,0,11.74,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,274.11,92.7,151.45,0,0,0,365.37,0,0,0,0,0,228.96,0,0,0,0,0,0,0,0,0,0,0,2553.91,302.85,0,0,1419.56,0,9.13,18.05,0,0,0,0,0,0,0,0,0,0
 10-12,0,79.22,188.92,0,32.56,0,352.76,0,0,0,0,0,74.56,0,0,0,0,0,0,0,0,0,0,7.75,2793.34,284.73,0,0,2119.76,0,0,8.5,9.21,252.09,0,45.14,0,0,0,0,0,0
 14-21,0,1.47,7.53,67.02,16.56,0,39.55,0,1.81,0,9.04,3.01,0,1.82,5.08,0,0,0,0,4.85,70.08,0,0,70.01,473.57,150.86,3.06,6.03,47.04,0,9.61,1.77,222.69,2.4,148.04,474.86,161.23,0,0,7.19,0,6.24
 24-34,0,0,2.69,33.13,3.52,0,70.46,0.72,4.45,14.04,8.61,1.32,0,2.74,1.54,0,1.64,0,0,6.01,112.48,0,0,46.76,1096.92,24.46,22.28,16.85,0,0,8.24,0,0,3.84,25.68,154.11,213.74,0,0,24.15,0,0
 36-46,0,0,0,10.52,0,0,196.71,11.1,0,43.56,37.33,0,0,5.64,4.46,0,0.88,0,0,0,212.44,0,1.33,49.62,1315.43,12.78,21.14,8.68,0,0,3.89,0,0,0.62,0.74,0.83,337.4,0,0.85,20.76,0,3.46
 48-58,0,0,0,21.83,0,0,548.98,8.15,2.72,31.91,55.6,0,0.97,2.82,10.07,0,1.55,2.52,5.95,0,213.72,0,6.15,41.72,1300.27,11.38,8.76,7.25,6.64,0.46,4.92,0,0,0,4.25,0,285.5,0,0,16.78,0,10.77
 60-70,0,0,0,35.12,0,0,1217.6,14.26,5.4,37.38,89.04,0.62,0,3.79,21.08,0,0,2.56,1.06,0,319.56,0,1.73,30.97,1198.78,5.06,23.99,12.1,0,0,6.83,0,0,0,4.9,0,186.65,0.61,2.74,19.42,0,1.02
 72-82,0,0,0,13.58,0.52,0,735.07,13.26,10.88,32.64,79.05,1.02,0,6,17.18,0.53,0,3.63,2.9,0,302.82,0,5.68,15.08,847.51,0.52,25.47,9.88,0,2.24,9.87,0,0,0,0.59,0,94.36,1.63,3.67,19.55,0.96,0
 84-94,0,0,0,20.67,9.63,1.17,513.72,3,7.96,39.29,48.79,2.49,0.99,4.66,22.58,1.48,5.54,4.08,2.3,0,235.78,0,17.61,15.32,591.45,1.52,16.78,8.78,3.85,6.05,20.61,0,0,0,2.93,0,74.09,3.84,8.76,14.75,1.34,0
 96-106,0,0,0,27.5,1.67,0,358.91,8.55,0.62,15.92,78.52,0.85,0,8.41,32.97,0,2.37,3.3,0,0,189.1,0,7,6.91,468.04,2.88,25.55,11.5,0,4.36,22.32,0,0,0.7,3.81,0,19.21,0.72,1.24,35.21,7.52,2.24
108-118,0,0,0,33.38,3.73,0,345.24,14.56,4.73,23.09,73.47,0.97,0,2.07,18.65,1.4,5.96,0.63,2.22,6.2,168.72,0.77,1.4,19.53,590.98,0.95,28.11,16.7,0,2.26,12.5,0,0,1.53,3.49,0,22.58,0.43,0,34.97,6.92,0
120,0,0,0,62.38,6.46,1.8,362.08,17.74,15.77,19.17,87.77,2.69,5.2,0,91.45,0,3.78,2.98,0,0,335.27,0,15.24,28.43,944.44,3.03,18.29,9.12,0,1.79,16.27,0,0,0,3.19,0,47.17,4.5,7.86,19.48,6.21,0
