stage,axial,blastomeres,endoderm,eye,hatching.gland,neural,notochord,olfactory,paraxial.mesoderm,periderm,pronephros,spinal.cord
  3-4,0,84.99,0,0,0,0,0,0,0,0,0,0
  5-6,30.3,51.85,0,0,0,17.58,14.47,0,0,0,0,0
  7-9,36.71,3.62,3.48,0,3.57,19.95,5.22,0,44.71,7.52,0,0
 10-12,0,0,5.52,0,0,5,0,0,11.32,0,5.71,0
 24-34,0,0,0,0,0,1.32,0,0,0,0,0,3.25
 36-46,0,0,0,0,0,11.83,0,2.39,0,0,0,5.25
 48-58,0,0,0,0,0,0.94,0,0,0,0,0,3.05
 60-70,0,0,0,0,0,0,0,0,0,0,0,1.19
 84-94,0,0,0,0.62,0,0,0,0,0,0,0,0
