stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,213.3,2600.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.47,0,0,0,0,0,0,0,0,0,0
  5-6,80.46,1746.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.62,25.05,0,0,8.57,0,58.01,0,0,0,0,0,0,0,0,0,0
  7-9,35.73,62.83,0,71.47,0,0,0,204.4,0,0,0,0,0,58.94,0,0,0,0,0,0,0,0,0,0,0,1310.2,115.87,0,0,557.42,0,0,14.53,0,0,0,0,0,0,0,0,0
 10-12,0,33.87,0,46.7,0,0,0,63.67,0,0,0,0,0,63.91,0,0,0,0,0,5.32,0,0,0,0,0,794.23,80.8,0,0,488.53,0,0,11.53,0,56.65,0,0,0,0,0,0,0
 14-21,0,0,0,2.62,17.46,6.11,0,9.89,0,0,0,5.38,1.77,5.1,0,0,0,0,0,0,1.08,8.33,0,0,13.85,110.94,6.4,0,0,0,0,4.76,0,22.5,8.12,1.78,46.03,16.89,0,1.41,0,0
 24-34,0,0,0,1.03,7.31,0.68,0,21.87,0,0,0,2.81,0,0,2.16,0,3.28,1.94,0,0.65,0.62,19.73,0,0,7.36,118.85,2.49,2.86,2.67,1.99,0,5.42,0,0,20.6,0,10.7,23.53,0,5.49,0,8.99
 36-46,0,0,0,0,1.35,0,0,21.35,0,0,0,7.15,0,0,1.32,0,0,0,0.76,4.05,0,8.79,0,0.77,8.68,81.48,0,0,5.77,0,0,18.12,0,0,37.85,0,0.69,17.52,0,0.7,0,8.45
 48-58,0,0,0,0,6.9,0,0,37.35,0.74,0,3.61,28.47,0.43,0,1.79,0,0.44,1.26,0.41,0,0.54,15.86,0,0.46,6.15,97.98,0,0,1.07,0,0,7.04,0,0,39.7,0,0,14.53,0,1.22,0,7.79
 60-70,0,0,0,0,7.1,0,0,68.42,0,0,7.63,42.95,1.68,0,0.95,0,0,7.01,0.7,7.57,0.95,35.32,0,0,3.71,67.86,0,0,1.33,0,0,5.01,0,0,13.54,0,0,8.57,0,17.19,0,11.06
 72-82,0,0,0,0,1.37,0,4.83,41.82,1.84,3.68,0.79,35.6,3.61,0,0,4.79,0.61,8.41,2.68,0,0,40.53,0.59,8.24,5.69,70.05,1,0.58,1.05,0,0,11.62,0,0,37.77,0,0,15.53,0.5,0.64,0,20.76
 84-94,0.62,0,0,0,12.22,1.43,3.49,31.27,0,0,3.28,34.6,3.07,0,4.83,1.35,0.68,5.8,2.3,6.1,1.25,26.88,1.22,0,3.92,53.46,0,1.88,6.49,0,0,29.1,0,0,50.35,0,0,21.35,2.36,8.01,0,2.28
 96-106,0,0,0,0,6.13,2.73,6.42,15.72,0.62,3.08,0.57,37.29,5.08,0,3.92,3.44,0.77,6.51,2.36,4.52,0,40.77,0,10.96,10.56,56.83,0,1.08,2.17,0,0,39.63,0,0,42.75,0,0,1.34,0,3.65,1.82,4.94
108-118,0,0,0.8,0.49,12.25,1.32,28.42,17.61,0,5,6.77,49.92,5.09,0,0,1.88,3.25,9.36,4.29,4.09,1.65,60.98,2.49,0.57,12.16,63.72,5.58,0,15.68,0,8.81,18.76,0,0,54.64,0.49,0,7.25,0.54,3.35,2.8,0.74
120,0,0,1.22,0,40.02,3.68,5.19,43.24,7.25,1.28,2.35,38.56,14.52,0,0,4.12,2.21,6.89,0,1.1,1.61,45.71,0,6.89,13.32,76.03,10.74,1.09,16.74,0,9.36,32.57,0,0,56.42,0,0,0,0,11.31,8.57,0
