stage,eye,glial,mesenchyme,neural,otic,paraxial.mesoderm,periderm,somites,spinal.cord,taste,vasculature
  7-9,0,0,0,0,0,5,0,0,0,0,0
 10-12,0,0,0,15.47,0,0,0,0,0,0,0
 14-21,0,0,0,0,1.32,0,0,0,0,0,0
 24-34,0,0,0,3.48,0,0,0,0.62,0,0,0
 36-46,1.24,0,0,3.44,0,0,0,0,2.67,0,0
 60-70,0,0,1.13,0,0,0,1.6,0,0,0,1.11
 72-82,0,0.54,0.74,1.21,0,0,0,0,1.08,0,0
 84-94,0,0,0,3.89,0,0,0,0,0,3.4,0
 96-106,0,0,0,0,0,0,0,0,1.98,0,0
108-118,0,0,0.59,0,0,0,0,0,0,0,0
