stage,blastomeres,endoderm,eye,immune,mesenchyme,neural,paraxial_mesoderm
  3-4,24.57,0,0,0,0,0,0
  5-6,37.69,0,0,0,0,7.71,0
  7-9,0,0,0,0,0,17.3,3.54
 10-12,0,0,4.13,0,0,5.32,7.45
 14-21,0,1.67,0,0,0,0.98,0
 24-34,0,0,0.62,0,0,0,0
 36-46,0,0,0,0,0,2.53,0
 48-58,0,0,0.86,0,0,1.42,0
 84-94,0,0,0.57,0.69,0,0,0
120,0,0,0,0,10.99,0,0
