stage,epidermis,eye,mesenchyme,mural.cell,muscle,neural,olfactory,periderm,somites,spinal.cord,vasculature
 14-21,0,0,0,0,1.81,2.32,0,0,1.78,1.5,0
 24-34,0,1.94,0,0,0,1.11,0,0,0,0,0
 36-46,0,0,2.89,0,0,1.86,0,0,0,0,0
 48-58,0,0,1.41,0.77,0,2.22,0,0,0,0,0
 60-70,2.48,1.81,0,1.78,0,9.59,0,0,0,1.25,0
 72-82,0,0,0.79,0,0,3.69,0,0,0,4.71,0
 84-94,0,0,0.78,0,0,4.9,0,0.77,0,3.31,2.48
 96-106,0,0,0,0,0,1.54,0,0,0,2.07,0
108-118,0,0.88,0,0,0,8.05,0.41,0,0,0,0
120,0,0,0,0,0,7.06,0,2.81,0,0,0
