stage,axial,blastomeres,epidermis,immune,neural,otic,paraxial.mesoderm,periderm,spinal.cord
  3-4,10.66,25.07,0,0,0,0,0,0,0
  5-6,0,58.02,0,0,0,0,0,0,0
  7-9,8.5,0,0,0,29.68,0,7.34,0,0
 10-12,0,0,0,0,9.56,0,4.68,0,0
 24-34,0,0,0,0,0,0,0,0.61,0
 36-46,0,0,0,0,1.57,0,0,0,0.62
 48-58,0,0,0,0,0.75,0,0,0,0
 60-70,0,0,0,0,0,0,0,0.65,0
 72-82,0,0,0,0,0,0,0,1.05,0
 84-94,0,0,2.86,0,0,0,0,1.48,0
 96-106,0,0,0,0,0,0.85,0,1.21,0
108-118,0,0,1.01,3.65,0,0,0,4.48,0
120,0,0,2.16,0,0,0,0,1.08,0
