stage,blastomeres,endoderm,eye,mesenchyme,mural_cell,neural,otic,periderm,spinal_cord,vasculature
  3-4,12.29,0,0,0,0,0,0,0,0,0
  7-9,0,3.38,0,0,0,0,0,0,0,0
 14-21,0,0,0,0,0,0.91,0,0,2.07,0
 24-34,0,0,0,0,0,3.43,0,0,0,0
 36-46,0,0,1.74,0,0,1.85,0,0,0,1.87
 48-58,0,0,0,0,0,0,0,0,0,1.1
 60-70,0,0,1.52,0,0,2.66,1.12,0,0,0
 72-82,0,0,0,1.27,0,0,0,0,0,0
 96-106,0,0,0,0,0.59,0,0,1.87,0,0
108-118,0,0,0,0,0.51,3.91,0,0,0,0
