stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,861.47,16283.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,712.96,0,0,0,0,0,0,0,0,0,0
  5-6,2812.14,34447.28,0,48.29,0,0,0,0,0,0,0,0,0,269.37,0,0,0,0,0,0,0,0,0,0,0,1162.59,174.61,0,0,340.97,0,572.4,0,0,0,0,0,0,0,0,0,0
  7-9,595.67,817.83,0,1374.98,0,8.92,0,2385.01,0,0,0,0,0,837.89,0,0,0,0,0,0,0,0,0,0,0,23880.82,827.19,0,0,9322.28,0,55.08,78.62,0,0,0,0,0,0,0,0,0
 10-12,0,532.34,0,763.52,0,103.36,0,1271.25,0,0,0,0,0,232.2,0,0,0,0,0,0,0,0,0,0,0,12047.47,179.9,0,0,4923.3,0,16.56,103.13,62.26,677.1,18.68,50.91,0,0,0,0,0
 14-21,0.93,0,0,20.28,164.81,45.7,0,129.02,0,0,0,25.46,7.54,3.01,2.14,5.12,6.08,0,0,0,0,101.57,0,0,91.73,1855.8,32.87,15.53,20.28,63.37,0,118.39,2.1,280.86,6.8,179.18,529.43,0,0,8.4,0,0
 24-34,0,0.83,0,3.8,112.09,22.51,0,537.1,0,1.71,2.97,57.83,5.13,2.95,6.86,9.02,0.85,5.96,9.88,6.25,0,351.16,2.01,2.21,127.82,4071.63,42.81,26.67,45.43,0,0,206.77,0,3.15,6.86,20.39,791.18,0,0,113.97,0,6.55
 36-46,0,0,0,1.11,53.91,19.82,0,1627.08,0.61,0.76,0.63,83.39,0.66,0,3.97,44.62,6.97,10.02,3.82,2.32,5.65,294.81,4.5,9.62,95.79,3144.87,10.31,26.36,15.7,0,0,118.88,0,2.38,3.65,0,637.97,0,0,62.89,0,16.14
 48-58,0,0,0,0.61,81.42,31.49,0,1828.39,2.41,3.29,1.6,73.99,1.6,0,10.85,14.43,0.99,19.64,4.11,10.81,0.59,355.63,1.48,16.85,70.98,1688.41,7.84,8.05,12.26,0,0,34.1,0,0,5.28,0,254.08,0,0,46.28,0.48,26.22
 60-70,0,0,0,0,60.79,22.39,0,1197.78,0,0.68,1.6,104.36,13,0,10.11,14.36,0,31.86,11.24,1.37,0,268.83,1.77,20.64,48.61,914.79,14.27,3.92,10.26,0,0,16.53,0,0,2.92,0,44.69,0,0,53,4.62,14.99
 72-82,0,0,0,3.31,47.37,8.22,0,345.32,0,0.92,3.68,75.33,18.76,0,3.94,17.66,5.56,47.37,1.72,6.25,0,214.72,1.14,12.27,29.01,385.21,3.71,12.19,8.16,4.01,3.03,19.2,0,0,1.36,0,21.1,4.2,0,28.69,0,0
 84-94,0,0,0.89,2.01,59.4,6.88,2.5,363.18,0,5.47,0,63.03,17.45,0,0.8,12.25,6.84,19.75,2.4,5.48,0,231.17,0,15.53,46.98,457.97,5.3,4.76,4.7,0,0,19.93,0,0,0.62,0,6.74,4.09,0.71,36.56,0.77,3.06
 96-106,0,0,0,0,40.29,22.32,0.8,239.1,0,1.09,0,57.55,18.12,0,4.62,21.26,2.39,20.22,3.3,10.63,0,115.2,0,13.04,14.72,340.92,3.15,4.91,9.31,0,2.87,30.16,0,0,3.26,0,5.03,4.52,0,23.96,0,0
108-118,0,0,0,0.74,41.83,25.33,0.43,271.05,0,0,0,75.16,17.62,0,0,25.8,0.75,22.88,2.21,4.07,0.61,79.67,0,9.89,30.95,369.87,0.97,7.32,7.58,0,0,18.81,1.18,0,2.42,0,3.66,2.11,0,19.67,0,5.34
120,0,0,0,0,31.22,24.08,0,337.63,0,0,0,78.78,6.16,0,0,28.16,3.6,17.97,0,3.29,0,118.05,0,0,20.56,630.15,0,2.7,5.87,0,0,11.69,0,0,0,0,4.85,0,0,34.61,0,0
