stage,epidermis,eye,fin.mesenchyme,glial,iridophores,mesenchyme,neural,olfactory,pericytes,spinal.cord
 14-21,0,0,0,0,0,0,0,0,0,0.96
 24-34,0,0,0,0,0,0,3.49,0,0,0
 36-46,0,0,0,0,0,0,18.09,0,0,5.15
 48-58,0,4.43,0,0,0,0,37,0,0,6.41
 60-70,0,53.14,0,3.45,0,0,116.17,1.8,0,18.49
 72-82,0,48.52,3.26,0.72,0,0.56,94.35,0,0,10.81
 84-94,0.91,27.49,0,0,0,0,45.36,0,0,2.95
 96-106,0,40.08,0,0.61,0,0,48.89,0,0,4.24
108-118,0,14.09,0,0,0.42,0.7,58.27,0,0,0
120,0,20.3,0,0,0,1.56,78.31,0,2.03,0
