stage,axial,blastomeres,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,9.94,841.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.94,0,0,0,0,0,0,0,0,0,0,0
  5-6,57.58,272.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,3.34,0,0,0,0,0,0,0,0,0,4.39,0,0,0,0,0,0,0,0,0,0,0,56.47,0,0,0,8.87,0,0,9.53,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,0,24.71,0,0,0,0,0,15.91,0,0,0,0,0,0,0,0,0,0,0,182.19,24.47,0,0,34.17,0,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,0,27.58,1.19,0,14.44,0,0,0,4.18,1.68,0,0,0,0,0,0,0,1.01,0.83,0,0,0.82,98.42,1.93,0,0,0.8,0,7.52,0,2.2,0,1.67,6.93,18.99,0,0,0.81,0,0
 24-34,0,0,0,19.48,0.95,0,19.35,0,3.3,0,4.11,0,0,2.4,2.26,1.36,0,0.82,0,0.7,12.54,0.63,0,2.07,204.01,2.85,3.29,0,0,0,19.82,0,0,1.25,1.03,1.51,32.2,0,0,10.22,0,0
 36-46,0,0,0,32.41,0,0,35.28,0,0,0.81,4.49,0.61,0,0,2.02,0,0,0.75,0,1.66,10.61,0,0,0.57,210.82,0.57,3.74,0,0,0,23.03,0,0,0,0,0,35.7,0,0,3.96,0,1.04
 48-58,0,1.29,0,1.28,0,0,136.32,0,0.47,0.6,12.63,0.39,0.54,0.55,0.75,0,0.38,0,0,0,22.85,0.57,1.24,1.24,327.87,0.62,8.24,1.51,0,0,14.68,0,0,0.53,0,0,32.42,0,0,10.23,0,0
 60-70,0,0,0,7.54,0.72,0,187.41,0.7,14.72,0,35.82,0,0,0,6.02,0,0,0,0,0.93,33.82,0,0.63,1.49,402.79,0,6.46,0,0,0,30.07,0,0,2.41,0,0,38.1,0,1.93,0,0,0
 72-82,0,0,0,7.24,4.12,0,103.75,0,2.51,2.56,15.6,0.63,0,1.97,2.77,0,4.08,1.61,0,0.87,51.78,0,3.5,2.44,343.91,0,3.24,3.79,0,0,16.12,0,0,0,1.69,0,22.2,0,0,6.19,2.42,4.21
 84-94,0,0,0,22.35,15.18,0,60.97,0,12.31,1,25.47,1.71,0,0,19.32,0,3.64,1.45,0,0,30.5,0,3.35,2.33,279.03,6.63,12.96,5.26,0,0,51.79,0,0,1.11,0,0,16.7,3.08,0,10.83,0,0
 96-106,0,0,0,10.72,2.01,0.59,46.51,0,7.43,8.91,15.19,1,0,0,16.3,1.23,0,2.75,0.6,0,33.83,2.26,3.76,8.13,191.37,0.69,2.02,3.33,0,0,46.43,0,0,0,0,0,14.63,1.83,0,3.66,1.23,0
108-118,0,0,0,27.79,0,4.78,84.25,0.42,2.04,5.77,20.88,0.62,0,0,10.29,2.48,3.65,3.53,5.56,0,40.54,3.77,1.27,0,267.88,0.59,1.36,4.64,0,1.8,45.58,0,0,0.84,0.57,0,5.64,0.44,1.18,6.76,0,4.15
120,0,0,0,19.65,0,0,87.01,1.58,15.19,0,19.21,0,0,2.09,5.65,1.17,0,1.69,3.92,0,43.19,1.31,8.3,1.9,395.85,0,0,2.92,0,0,26.42,0,0,0,0,0,9.86,1.37,0,3.87,8.78,0
