stage,axial,blastomeres,eye,mesenchyme,neural,paraxial_mesoderm,periderm,spinal_cord
  3-4,23.57,52.74,0,0,0,0,0,0
  5-6,0,17.76,0,0,0,0,0,0
  7-9,0,0,0,0,13.74,14.22,8.28,0
 10-12,0,0,0,0,13.82,0,0,0
 14-21,0,0,0,0,1.43,0,0,1.08
 24-34,0,0,0,0.71,3.07,0,0,0
 36-46,0,0,0,0.59,0.61,0,0,0
 48-58,0,0,0,2.44,2.46,0,0,0
 60-70,0,0,0.96,1.55,1.99,0,0,0
 72-82,0,0,0,3.47,8.51,0,0,0
 84-94,0,0,0,0,5.57,0,0,0
 96-106,0,0,0,2.96,0,0,0,0
108-118,0,0,0.99,0,0,0,0,0
