stage,eye,fin_epithelia,immune,mesenchyme,mural_cell,neural,pronephros,spinal_cord,vasculature
 14-21,0,0,0,0,0,1.92,0.86,0,0
 24-34,0,0,0,0,0,3.25,0,0,0
 36-46,0,0,0,1.29,14.4,12.17,0,2.42,0
 48-58,0,9.72,0,0.48,0,0.84,0,1.87,0
 60-70,6.41,0,0,0,0,1.11,0,0,0
 72-82,0.69,0,0,0.63,0,3.6,0,0,0
 84-94,3.25,0,2.86,0,0,3.77,0,0,1.1
108-118,0,0,0,0,0,1.66,0,0,0
