stage,axial,blastomeres,endoderm,eye,hatching_gland,neural,notochord,paraxial_mesoderm
  5-6,0,108.74,0,0,0,0,0,0
  7-9,10.4,16.29,3.56,16.49,4.81,189.48,149.54,155.11
 10-12,0,0,20.79,28.61,0,145.51,21.05,141.23
