stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,11.1,31.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,18.01,167.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,72.5,9.75,0,0,0,0,8.57,0,0,0,0,0,4.1,0,0,0,0,0,0,0,0,0,0,0,150.72,95.09,0,0,99.49,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,43.92,0,52.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1260.4,502.74,0,0,241.05,0,0,0,5.62,8.77,0,0,9.83,0,0,0,0,0
 14-21,0,0,2.33,49.7,495.03,9.93,7.3,0,0,0,207.73,3.47,3.1,0,0,0.92,0,0,4.82,1.92,226.46,1.02,0,249.81,2156.24,189.09,0,2.95,6.69,0,1.88,0,58.86,1.85,135.52,177.67,2363.38,0,0,1.63,0,0
 24-34,0.88,0,3.81,42.36,332.34,2.12,19.56,0,5.73,0,353.58,0.85,0,3.27,0,0,2.74,11.1,7.58,6.49,336.32,18.82,1.63,316.76,4248.97,24.67,0,0.74,0,0,17.91,0,3.75,5.01,32.68,14.79,4208.53,0,0,21.74,0,0.69
 36-46,0,0,1.98,1.96,99.88,0,31.77,1.1,3.77,1.82,213.1,2.26,0,3.05,0,3.24,0,0,0.59,0,279.47,1.07,7.13,86.79,4385.23,1.42,1.02,0,0,0,5.64,2.28,0,4.21,1.97,1.18,3860,0,1.99,1.29,0,1.19
 48-58,0,0,2.92,0.4,40.72,2.8,83.25,2.23,10.14,6.93,221.02,0,2.08,3.18,0,0,1.01,0.82,0,0.73,243.35,0.42,3.85,28.98,3056.14,7.61,2.43,0,0,0.53,5.7,0,0,7.23,4.54,0,1720.12,0,0.44,1.01,0,7.57
 60-70,0,0,0,0,14.61,0,48.71,2.44,2.11,3.28,204.62,0,0,0,1.2,0,1.16,0,0,0,174.6,0,5.09,17.98,1309.2,1.36,0,0,0,2.51,0.58,0,0,0,2,0,470.57,0,14.95,0,1.25,3.49
 72-82,0,0,0.95,0,14.3,0,47.58,2.99,5.63,0.89,148.21,0,0,0,0,2.86,0,0.62,0.98,0,191.9,1.89,8.08,31.26,748.51,0,0,0,0,2.97,3.13,0,0,0,4.91,0,301.72,1.21,25.78,1.31,9.99,3.16
 84-94,0,0,1.15,0,34.42,0,53.17,3.49,2,8.38,157.13,0,0,0,0.55,0.79,1,0,0,0,137.78,0,5.28,11.19,584.23,0,0,0,0,2.56,20.84,0,0,0,2.07,0,105.79,1.01,35.13,6.76,6.28,0
 96-106,0,0,0,0,8,3.19,43.54,4.76,2.23,1.39,157.99,0,0,0,0,2.26,0,0,0,0,134.72,0,11.12,16.93,365.58,0,0.66,0,0,0,15.96,0,0,0,0,0,74.4,0,31.32,0,10.06,0
108-118,0,0,0,0,26.07,0,30.21,5.89,4.63,3.1,149.42,0,0,2.38,0.61,0.5,2.46,0,1.46,0,114.45,1.67,11.29,5.31,513.09,0,0,0,0,0,18.44,0,0,0,2.11,0,61.4,1.01,13.96,0,8.89,12.5
120,0,0,0,0,27.77,0,17.88,0,1.12,3.94,174.39,0,0,0,1.01,2.02,0,0,0,0,213.99,0,12.71,15.69,405.77,1.62,0,13.55,0,0,9.54,0,0,0,0,0,54.29,0,8.31,6.49,10.32,0
