stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,11.92,462.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.68,0,0,0,0,0,0,0,0,0,0,0
  5-6,33.78,239.2,0,0,0,0,0,0,0,0,0,0,0,14.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,4.06,0,0,9.06,0,0,0,0,0,0,0,0,0,15.72,0,0,0,0,0,0,0,0,0,0,48.33,0,0,0,13.63,0,10.45,5.74,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,25.39,0,0,0,17.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.65,0,0,0,39.11,0,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,1.13,0,75.04,0,0,4.64,0,0,0,0.93,5,0,0,0,3.49,0,0.93,0,18.36,0,0,4.99,48.13,1.63,0,3.63,0,0,16.72,1.23,0.83,0.82,0,6.36,28.91,0,0,1.16,0,0
 24-34,0,0,0,1.88,26.18,0,0,4.06,0,2.83,0,11.52,1.45,0,0,0,3.22,0,1.94,0,1.31,2.72,0,7.26,41.61,0,0.77,2.97,0,0,42.68,0,0,6.54,0,0.69,11.54,0,0,0,0,0
 36-46,0,0,0,0,24.05,0,0,7.46,0,26.38,0,13.88,0,1.6,0,0.56,0.93,0,1.63,0,14.02,7.32,0,3.15,58.2,0,0,3.33,0,0,58.67,0,0,4.59,0,0,19.6,0,0,1.38,0,0
 48-58,0,0,0,0,27.68,0,0,4.22,0.7,7.74,0.91,2.47,3.23,0,0,0.49,0.46,0,1.1,0,10.8,3.27,0,3.32,24.99,2.52,0.37,0.47,0,0,37.95,0,0,0.57,3.22,0,13.05,0,0,0.54,0,0.62
 60-70,0,0,0,0,12.77,0,0,7.67,0,10.14,0.62,20,0.58,0,0,1.9,9.17,0,0,1.41,6.82,0,0.89,2.49,14.81,0,0,0.9,0,0,55.37,0,0,0.67,0,0,6.75,0,0.9,0.72,0,0
 72-82,0,0,0.79,0,13.89,1.45,0,7.78,0,1.91,3.76,10.2,3.77,2.58,0,7.03,3.03,0,2.18,1.44,40.24,3.34,1.45,1.68,15.42,1.15,2.35,4.77,0,0,22.82,1.65,0,0.73,0,0,6.49,0,0,0,0,0
 84-94,0,0,2.02,0,43,1.37,0,11.15,0,4.35,0,12.98,12.98,0,5.61,9.22,3.78,0,1.32,2.52,22.4,12.25,1.04,0,16.69,1.16,2.48,0.64,0,0,72.11,0,0,0.57,0,0,3.37,2.69,0,1.52,0,6.37
 96-106,0,0,1.06,0,32.68,1.31,0,14.43,1.77,6.46,10.74,12.48,8.29,0,0,5.92,2.1,0,4.3,4.87,38.98,2.01,1.03,1.21,21.31,0.6,3.47,0.98,0,0,46.47,0,0,1.85,0,0,3.96,0,0.96,2.15,0,1.92
108-118,0,0,0,0,42.04,1.42,5.2,12.42,1.5,5.93,3.3,23.99,9.76,0,0,10.49,7.61,0.43,6.57,7.11,36.86,4.35,0,3.21,20.15,0,2.12,4.09,0,1.49,62.55,0,0,1.61,0,0,1.84,0.67,0,5.23,0.9,0
120,0,0,0,0,55.81,1.01,3.12,24.76,0,25.73,6.89,13.21,28.08,0,0,9.2,5.79,0,0,4.07,17.55,5.9,0,1.68,23.62,2.85,1.99,1.28,0,0,64.08,0,0,9.54,1.52,0,0,3.18,0,1.25,0,0
