stage,axial,blastomeres,endoderm,eye,hatching.gland,mesenchyme,neural,paraxial.mesoderm,pronephros,spinal.cord,vasculature
  3-4,0,119.06,0,0,0,0,0,0,0,0,0
  5-6,8.83,374.77,10.71,0,0,0,0,6.69,0,0,0
  7-9,0,4.95,0,3.45,7.12,0,51.45,21.71,0,0,0
 10-12,0,0,0,0,0,0,39.4,4.37,0,0,0
 24-34,0,0,0,0,0,0,6.64,0,0,0.75,0
 36-46,0,0,0,0,0,0,8.55,0,0,0,0
 48-58,0,0,0,0,0,0,0.87,0,4,0,0
 60-70,0,0,0,0,0,0.67,0,0,0,0,0
 72-82,0,0,0,0,0,0,2.37,0,0,0,0.59
 84-94,0,0,0,0.83,0,0,0,0,0,0,0
