stage,eye,glial,heart,mesenchyme,neural,spinal_cord
 14-21,0,0,2.74,0,0,0
 24-34,0,0,0,0,2.36,0
 36-46,0,0,0,0.6,1.15,0
 48-58,0,0,0,0.52,1.3,1.64
 60-70,3.38,0,0,0.62,1.07,0
 72-82,0,0,0,0,0.7,0
 84-94,0,0,0,0,2.66,0
 96-106,0,1.74,0,0,0,0
108-118,2.23,1.3,0,3.77,0,0
120,0,0,0,0,2.81,0
