stage,axial,blastomeres,epidermis,glial,mural_cell,muscle,neural,periderm,presomitic_mesoderm,somites,spinal_cord
  3-4,14.43,143,0,0,0,0,0,26.04,0,0,0
  5-6,0,125.42,0,0,0,0,13.98,7.14,0,0,0
  7-9,0,0,0,0,0,0,16.09,0,0,0,0
 14-21,0,0,0,0,0,1.11,0,0,0.96,5.34,0.88
 24-34,0,0,0,0,0,0,0.94,0,0,0,0
 36-46,0,0,0,0,0,0,1.3,0,0,0,0
 72-82,0,0,0,0,1.12,0,0,0,0,0,0
 84-94,0,0,3.04,0,0,0,0,0,0,0,0
108-118,0,0,0,1.44,0,0,0,0,0,0,0
