stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,108.46,1964.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.07,0,0,0,0,0,0,0,0,0,0,0
  5-6,98.31,1521.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.47,0,0,0,43.17,0,7.36,0,0,0,0,0,0,0,0,0,0,0
  7-9,38.2,38.94,0,31.34,0,0,43.52,0,0,0,0,0,30.54,0,0,0,0,0,0,0,0,0,0,0,890.46,44.71,0,0,309.56,0,0,5.5,0,0,0,0,0,0,0,0,0,0
 10-12,0,8.11,0,24.48,0,6.65,25.65,0,0,0,0,0,4.72,0,0,0,0,0,0,0,0,0,0,0,543.25,20.86,0,0,209.1,0,0,0,0,22.13,0,0,0,0,0,0,0,0
 14-21,0,0,0,0.86,12.68,1.79,7.97,0,0,0,3.89,0,0,1.92,0,1.18,0,0,0,0,5.21,0,0,9.7,139.44,0,1.19,3.58,3.06,0,0,0.9,13.06,2.26,0,4.08,53.55,0,0,0,0,0
 24-34,0,0,0,1.46,22.87,0,43.92,0,1.32,0.97,6.78,0,0,0,0.65,0.59,0.7,1.94,0,0,22.45,0,0,13.55,495.48,0.74,0.96,2.74,0,0,11.23,0,0,1.37,0,2.02,140.09,0,0,6.06,0,0.89
 36-46,0,0,0,0,0.6,1.56,93.97,0,0,0.63,29.96,0,0,0,3.88,0,0,1.91,0,1.14,44.13,0.87,0.6,15.04,741.37,0,1.33,2.14,0,0,29.04,0,0,0,0,0,160.28,0,0,3.9,0,11.72
 48-58,0.77,0,0,0,1.31,3.6,144.67,0.53,7.05,0.92,33.37,0.39,0,0.82,0,0,0,0.45,0,1.7,32.3,0,0,4.6,463.73,0.38,2.79,1.77,0,0,7.76,0,0,0,0,0,84.43,0,0.64,0.83,0,0.49
 60-70,0.81,0,0,0,1.12,0.74,239.65,3.06,1.18,4.33,16.08,0,0,0,0,0,0,2.28,0,3.9,70.53,0,0,2.87,300,0,0.62,0,0,0,2.24,0,0,0,0.62,0,55.44,0.65,0,2.07,1.13,3.11
 72-82,0,0,0,0,3.89,1.2,113.35,0.75,0,1.7,25.16,1.38,0,2.36,0,0,2.95,0,0,0,40.72,0,0,2.91,217.23,0,0,0,0,1.2,1.66,0,0,0,0,0,24.2,0,0,0.75,0,0
 84-94,0.62,0,3.73,0,6.78,1.85,81.54,0,0.58,0.82,15.09,1.52,0,0,0,1.88,1.46,0,2.08,0,47.46,2.32,0,2.42,139.13,0.6,2.7,2.72,0,0,17.39,0,0,0.8,0,0,13.75,0,0,2.45,0,0
 96-106,0,0,1.15,0,1.67,6.94,85.36,0,0,0,15.35,0,0,0,5.51,0.92,0,0,1.87,0,13.37,0.71,0,3.26,102.36,0.66,2.17,1.04,0,3.05,7.32,0,0,0,0,0,0.87,0,2.26,0.65,2.78,1.21
108-118,0,0,0,0,6.52,0,37.65,0,1.99,0.74,19.69,0.54,0,0,0,1.52,2.34,0,0,1.57,33.49,0,5.92,1.08,170.01,0,0,0.44,0,1,5.8,0,0,0,0,0,0.89,0,0,3.73,1.05,0.65
120,0,0,0,4.41,26.89,9.59,32.09,0,1.21,0,38.75,1.14,0,0,0,0,2.23,0,0,0,55.94,2.05,0,3.45,223.18,0,5.8,0,0,0,22.91,0,0,1.12,0,0,1.7,0,1.32,19.57,6.8,0
