stage,axial,blastomeres,endoderm,erythrocytes,eye,hatching.gland,muscle,neural,notochord,paraxial.mesoderm,periderm,somites,spinal.cord,vasculature
  3-4,131.49,1726.39,0,0,0,0,0,0,0,0,137.33,0,0,0
  5-6,62.3,880.25,10.71,0,0,0,0,42.31,0,10.04,7.63,0,0,0
  7-9,22.48,6.88,30.69,0,33.35,16.73,0,335.33,17.86,119.95,0,0,0,0
 10-12,0,0,0,9.23,10.94,12.26,0,91.24,4.54,31.17,0,0,0,0
 14-21,0,0,0,0,0,0,0,1.09,0,0,0,1.03,0.98,1.07
 24-34,0,0,0,0,0,0,3.06,1.4,0,0,0,0,0,0
 84-94,0,0,0,0,0,0,0,0,0,0,0.62,0,0,0
120,0,0,0,0,0,0,0,0,0,0,1.35,0,0,0
