stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,335.81,6860.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133.43,0,0,0,0,0,0,0,0,0,0,0
  5-6,575.41,7796.38,0,20.98,0,0,0,0,0,0,0,0,61.26,0,0,0,0,0,0,0,0,0,0,0,182.12,26.51,0,0,52.25,0,131.72,0,0,0,0,0,0,0,0,0,0,0
  7-9,107.57,112.61,0,128.33,0,0,343.01,0,0,0,0,0,115.62,0,0,0,0,0,0,0,0,0,0,0,3670.28,159.51,0,0,1142.36,0,4.29,17.3,0,0,0,0,0,0,0,0,0,0
 10-12,0,32.9,0,154.13,0,10.56,156.11,0,0,0,0,0,30.98,0,0,0,0,0,0,0,0,0,0,0,2143.16,65.99,0,0,630.82,0,0,14.05,4.36,57.15,0,9.62,19.63,0,0,0,0,0
 14-21,0.89,0,0,2.19,48.24,6.14,20.48,0,0,0,11.76,2,0,1.07,0,3.08,0,0,0,0,26.37,0,0,21.31,427,11.86,3.94,3.14,8.17,0,7.51,0,37.62,0.81,2.98,35.42,128.14,0,0,5.69,0,0
 24-34,0,0,3.09,0.84,15.52,1.39,90.52,0,0.82,0.68,17.15,0.71,0,0.8,0,2.04,0,3.4,8.05,0,51.38,0,1.21,31.42,904.05,9.02,6.95,7.53,0,0,14.39,0.86,0,1.86,0,7.44,188.55,0,0,20.74,0,1.8
 36-46,0,0,0,0,14.03,10.47,124.08,1.33,0,2.73,23.57,0.95,0,0,0,1.72,0,2.32,0,0,67.67,2.94,1.13,18.73,932.22,2.74,5.04,1.92,0,0,29.71,0,0,0.75,0,0,179.06,0,0,8.37,0,5
 48-58,0,0,0,0,14.64,0.56,256.89,0,1,2.06,36.42,0,0,1.84,0.37,0.52,0,1.63,1.87,0.43,71.66,3.15,1.47,13.81,847.89,6.89,8.99,1.88,0,1.17,5.74,0,0,0.47,5.1,0,151.29,0,2.13,7.14,0,6.72
 60-70,0,0,0,0,9.34,1.53,364.06,0,0,6.52,54.46,0,4.48,0,0,0.92,3.69,2.54,0,2.33,89.69,1.53,2.38,9.48,764.21,0.57,5.62,1.01,0,3.93,27.03,0,0,1.68,0,0,123.41,0,0.63,1.83,0.83,6.05
 72-82,0,0,1.29,0,11.72,2.45,211.87,3.79,0,6.26,49.8,0.7,0,2.06,2.25,0.61,0,4.42,0,0,134.27,0.61,5.92,5.24,454.53,0.68,4.17,11.4,0,2.35,9.82,0,0,2.05,0,0,69.87,1.78,4.52,3.99,1.63,4.66
 84-94,0,0,0.73,0,20.36,2.59,160.24,0.56,4.55,3.97,46.28,4.28,0,2.63,4.03,1.46,2.7,1.5,6.85,0,97.71,4.28,3.05,17.1,444.09,0,9.11,3.16,0,0,48.41,0,0,3.64,0.59,0,51.07,0.66,5.23,11.26,3.69,8.37
 96-106,0,0,1.28,0,16.85,8.51,130.1,3.71,0.68,16.6,49.8,3.32,0,0,1.89,4.79,2.16,1.59,9.03,1.26,98.2,7.21,7.4,10.97,284.7,1.35,4.02,11.8,0,2.9,42.15,0,0,1.41,7.48,0,21.97,3.82,1.22,15.13,3.55,6.01
108-118,0,0,1.98,0,29.35,14.93,150.5,0,7.9,3.35,46.04,7.16,0,0.49,8.13,1.96,5.91,0.6,2.94,3.56,111.5,0.6,2.41,21.35,427.09,0.45,10.03,7.48,0,0,19.68,0,0,0.43,0,0,11.37,1,4.65,12.01,0.73,8.57
120,0,0,0,0,42.04,6.91,147.78,0,1.68,6.98,87.47,11.04,0,0,0,5.68,1.91,1.54,4.91,0,107.58,0,10.4,1.54,543.98,3.03,31.54,25.4,0,0,27.94,0,0,1.56,0,0,15.68,3.53,0,32.5,2.27,11.39
