stage,blastomeres,epidermis,eye,mesenchyme,muscle,neural,olfactory,somites,spinal.cord
  5-6,27.52,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,5.36,0,0,0
 14-21,0,4.99,0,0,0,0,0,1.69,1.2
 24-34,0,0,0,0,0.67,1.79,0,0,2.43
 36-46,0,0,0,0.57,0,2.61,0,0,0
 48-58,0,0,0,0.86,0,0.96,0.48,0,0
 60-70,0,0,1.07,0,0,0,0,0,0
 72-82,0,0,0,0,0,4.48,0,0,0
 84-94,0,0,4.7,0,0,0,0,0,0
