stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,16.62,319.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.47,0,0,0,0,0,0,0,0,0,0
  5-6,10.91,408.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,7.4,0,3.75,0,0,0,4.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.31,14.87,0,0,118.49,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,12.24,0,19.72,0,0,0,38.11,0,0,0,0,0,4.38,0,0,0,0,0,3.73,0,0,0,0,0,481.2,49.16,0,0,172.08,0,0,0,0,4.98,0,5.78,0,0,0,0,0
 14-21,2.31,0,0,0,24.2,5.36,0,14.15,0,0,0,2.73,2.86,0,0,0,0,0,0,0,0,19.11,0,0,31.35,98.53,5.88,0,0.9,4.81,0,2.05,3.97,35.73,1.37,1.74,19.61,62.02,0,0.99,0,0
 24-34,0.88,0,0,0.68,2.1,0.6,0,18.85,0,0.92,1.65,1.64,0.71,0,4.82,0,0,0,0,3.34,0.98,84.86,0,0,72.51,138.78,0,0,3.1,0,0,0,3.06,2.54,1.13,3.34,5.92,69.49,0,4.91,0,0
 36-46,0,0,0,0,0,0,0,37.23,0,0,2,2.32,0,0,0.73,0,0,0,0,0,0,95.85,0,0.8,57.64,100.45,1.44,0,0,0,0,0,0,0,0.67,0,0,100.62,0.62,0,0,0
 48-58,0,0,0,0,7.06,0,0,85.91,1.79,0,6.78,11.94,0,0,0,4.61,0,0,0,1.49,0.39,130.46,0,1.95,30.01,134.77,0,0,0.59,0,0,2.46,0,0,0,3.05,0,88.47,0.37,1.39,0,0
 60-70,0,0,0,0,4.82,0,0,89.6,0.66,0,2.32,13.67,0,0,0.59,4.81,0,0,0,1.74,0,121.74,0,1.48,20.99,124.47,0,0.84,0,0,0,0,0,0,0,0,0,53.59,3.3,4.59,0.59,7.53
 72-82,0,0,0,0,0,0,0,60.02,0.6,2.77,6.51,10.22,0,0,0.73,3.53,0,0,0,3.47,0.58,185.8,0,5.28,34.31,143.95,0,1.23,0.58,0,1.12,0,0.56,0,0.49,0,0,48.61,1.92,3.89,10.38,2.63
 84-94,0,0,0,0,0,0,0,57.61,0,0.62,6.56,16.49,0,0,0.97,10.51,0.73,1.61,0,9.24,0,151.34,0,4.41,32.96,44.93,0,0.95,1.85,0,2.48,0,0,0,2.18,0,0,23.75,6.32,0.6,5.09,14.46
 96-106,0,0,0,0,2.66,0,0,28.64,0,0,1.8,17.16,1.73,0,0,14.87,0,0,0.82,20.47,0,142.76,1.5,0,30.87,61.13,0,2.74,1.65,0,0,0,0,0,0,0,0,12.88,15.53,3.47,14.27,10.89
108-118,0,0,0.71,0,4.96,0,6.39,78.12,0.49,0,2.49,12.16,1.52,0,0,12.23,0.49,0.68,0,24.1,0.47,161.75,0,1.34,20.95,78.48,0.51,0,1.35,0,3.58,0.85,0,0,1.02,2.13,0,19.1,5.07,12.32,11.28,15.99
120,0,0,0,0,7.02,0,0,9.85,0,0,0,15.58,8.76,0,0,28.19,0,0,0,16.1,0,150.27,0,2.03,18.76,121.48,0,0,8.56,0,17.39,0,0,0,2.56,0,0,37.51,21.3,0,23.98,0
