stage,endocrine_pancreas,epidermis,eye,fin_epithelia,lateral_line,liver,mesenchyme,neural,olfactory,periderm,pronephros,spinal_cord
 24-34,0,0,0,0,0,0,0,6.25,0,2.39,0,0
 36-46,0,0,0,0,0,0,0,0.82,1.09,0,0,0
 48-58,0,0,0,0,0,0,0,2.73,0,0,0,0
 60-70,0,0,1.07,0,0,0,0,3.48,0.67,0,0,0
 72-82,0,0,0,0,0,0,4.77,0,0,0,2.72,3.14
 84-94,0,0,0,0.57,0,0.68,0.85,3.64,2,0,3.46,0
 96-106,0,2.36,3.71,0,0,0,0,4.37,0,0,0,0
108-118,0,0.7,0,0,0.42,0,5.94,20.34,0.46,0,0.49,0
120,1.22,5.18,0,0,0,0,0,13.66,3.8,0,0,0
