stage,axial,epidermis,erythrocytes,eye,glial,lateral.line,mesenchyme,neural,paraxial.mesoderm,periderm,pronephros
  5-6,6.06,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,0,35.61,22.32,3.37,0
 10-12,0,0,6.65,0,0,0,0,21.77,6.42,0,9.53
 36-46,0,0,0,0,0,0,0,3,0,0,0
 48-58,0,0,0,2.26,0,0,0.38,0.68,0,0,0
 60-70,0,0,2.56,0,0,0,3.41,8.64,0,0,0
 72-82,0,6.26,0,0.64,2.84,0,0,9.12,0,0,0
108-118,0,0,0,0.51,0,0.78,0,0,0,0,0
120,0,0,0,2.65,0,0,1.21,15.92,0,0,0
