stage,axial,blastomeres,endoderm,epidermis,erythrocytes,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,54.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.44,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,29.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.94,0,0,0,0,25.05,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,17.54,9.54,0,0,29.86,0,0,0,0,0,17.4,0,0,0,0,0,0,0,0,0,0,0,265.75,3.71,0,0,117.71,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,14.87,38.5,0,12.92,77.1,0,0,0,0,0,0,0,0,0,0,0,5.32,0,0,0,0,0,801.8,32.16,0,0,253.36,0,3.07,20.13,0,19,0,0,0,0,0,0,0,0
 14-21,0,0,6.2,70.57,24.26,11.57,0,0,0,18.69,6.36,1,3.03,0,0,0,0,18.23,0,60.6,0,0,22.78,276.92,66.83,0,5.77,10.65,0,14.21,0,78.15,10.73,1.23,46.39,101.05,0,0,0,0,0
 24-34,0,0,1.41,22.54,1.52,16.38,0,4.47,1.63,21.33,0.85,1.15,7.6,2.07,0.93,0,3.1,19.97,0.66,70.04,0,1.52,23.7,213.46,15.3,0,1.58,0,0,7.05,0,0,7.22,1.26,3.94,102.37,0,0,32.16,0,3.44
 36-46,0,0,0.56,18.3,1.32,28.1,0.61,9.44,0,23.81,0,0,8.32,8.5,2.47,2.31,0,8.86,3.64,95.02,0,3.83,20.57,261.56,5.73,2.85,0,0,8.6,13.06,0,0,0.94,1.67,0,106.85,0,0,11.84,0,0
 48-58,0,0,0,34.65,0,174.9,4.16,5.4,6,44.64,0.49,0,7.05,16.25,0,0,0,0,0,93.49,0,3.27,16.13,370.49,1.88,0,1.41,0,0,9.18,0,0,0.74,0,0,116.47,0,0.89,7.8,0,2.37
 60-70,0,0,0,21.35,0,428,0.78,3.4,1.52,51.18,0,0,0.76,23.58,0.56,0,0,0,12.01,101.54,0,14.41,8.23,575.15,11.64,1.29,8.4,0,0,5.06,0,0,0,0,0,138.68,0,4.25,21.09,0,8.68
 72-82,0,0,0,16.03,0.96,314.49,0.55,3.92,4.72,64.1,9.94,0,0.73,26.58,0,2.71,5.63,5.7,0,150.71,0,9.12,8.11,535.63,4.46,0,0.81,0,0.71,2.65,0,0,0.49,0,0,86.88,0,3.04,16.52,4.02,0.55
 84-94,0,0,0,36.53,0,229.31,3.18,14.99,3.84,36.21,3.95,0,2.37,33.41,2.51,0,2.03,0,0,106.98,0,18.61,11.04,370.96,3.64,0.61,3.76,0,0.79,4.89,0,0,0,0,0,64.56,0,1.23,10.93,3.69,1.29
 96-106,0,0,0,18.97,1.29,189.89,1.98,2.26,1.71,54.13,2.15,0,0.97,28.52,0.64,0.76,1.58,0,0,129.05,0,11.76,7.9,374.56,0.7,2.62,3.75,0,7.78,9.13,0,0,1.31,0,0,47.88,0,5.29,24.16,5.27,5.67
108-118,0,0,0,40.17,1.02,199.15,1.78,10.01,5.07,35.58,2.25,0,4.82,39.05,1.6,0.88,0,4.88,2.61,218.95,0.47,12.81,10.66,521.79,7.48,0.53,2.03,0,3.67,5.66,0,0,0.89,2.15,0,31.88,0,5.22,9.07,12.14,9.14
120,2.82,0,0,47.84,0,202.67,3.82,2.62,1.04,54.03,1.33,0,5.33,28.02,0,0,0,18.25,0,200.03,0,11.61,4.57,777.95,8.48,0,12.98,0,17.01,4.77,0,0,0,2.07,0,20.38,2.24,2.12,24.56,18.4,0
