stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,37.12,466.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.5,0,0,0,0,0,0,0,0,0,0,0
  5-6,8.25,673.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.61,0,0,0,0,0,12.52,0,0,0,0,0,0,0,0,0,0,0
  7-9,25.06,17.06,0,29.5,0,0,0,72.21,0,0,0,0,0,17.28,0,0,0,0,0,0,0,0,0,0,0,649.5,14.29,0,0,228.74,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,12.79,0,54.77,0,15.91,0,58.17,0,0,0,0,0,5.17,0,0,0,0,0,0,0,0,0,0,0,571.36,15.59,0,0,235.78,0,0,0,0,11.59,0,0,0,0,0,0,0,0
 14-21,0,0,0,3.18,17.47,8.96,0,7.49,0,0,0,1.91,0,0,0,0,0.95,0,0.92,0,0,11.28,0,0,9.17,131.6,1.78,0,1.86,0.99,0,3.16,0.9,9.32,2.38,0,33.1,39.05,0,0,0,0,0
 24-34,0.88,0,0.8,0,6.12,0.61,0,17.25,0,0.63,0,3.92,0,2.51,0,0,0.72,0,0,0,2.11,21.3,0.63,0,10.86,278.7,1.51,5.19,1.93,0,0,30.52,0,0,0,1.6,0.97,47.79,0,0,28.53,0,1.36
 36-46,0,0,0,0,2.34,2.92,0,51.62,3.45,0,0.72,14.67,0,0,0.57,0,0.66,0.74,0,0,0,48.1,0,0,5.41,325.88,1.22,4.67,5.7,0,0,38.73,0,0,3.34,0,0,79.81,0,0,5.47,0,6.48
 48-58,0,0,0,0,8.93,0,0,120.69,0.4,0,5.95,20.56,1.07,0,0,5.79,0.39,2.58,0,0.39,2.25,25.19,0,1.22,6.65,321.44,0,2.93,0.62,0,0,18.78,0,0,0.4,2.04,0,61.23,0,0,5.59,0,1.13
 60-70,0,0,0,0,13.6,5.35,0,163.15,0.65,0.87,1.28,16.82,0.89,0,0,0.98,0,12.2,1.39,1.06,0,27.29,0,0,2.02,303.27,8.88,2.46,5.85,0,1.22,13.78,0,0,1.06,0,0,54.86,0,1.06,4.2,0,0
 72-82,0,0,0.88,0,8.67,19.77,0,165.94,0.82,0.63,1.41,42.76,1.95,0,0.9,0.59,0.56,0.5,1.42,4.13,4.22,52.88,0.58,2.36,5.51,230.87,3.28,2.89,3.04,0,0,19.68,0,0,1.99,0,0,39.09,0,0,7.27,0,0.63
 84-94,0,0,1.86,0,8.65,11.6,0,136.68,0.79,0.7,1.28,35.99,0,0,3.64,5.97,0.57,0,0.78,9.12,0.95,48.17,3.49,1.44,1.23,216.97,3.53,6.79,10.96,0,6.05,25.37,0,0,4.8,0,0,14.42,0.6,4.46,0,0,0
 96-106,0,0,0,0,9.08,30.83,1.07,131.96,0,0.86,0.64,61.96,4.94,0,0.61,2,2.65,0.85,3.1,0,2.25,43.62,2.71,5.97,4.36,198.76,1.39,6.93,7.76,0,0,36.92,0,0,0,1.18,0,12.35,2.38,0.66,0,5.67,1.41
108-118,0,0,0,0,15.26,3.25,3.72,170.55,0,2.39,6.25,50.23,6.1,0,0,2.65,1.91,1.03,3.48,0,0.61,43.79,3.78,0,7.08,249.82,0.41,1.03,2.86,0,6.74,26.09,0,0,0,0.49,0,17.07,0.77,0,4.12,0,2.52
120,0,0,0,0,19.43,9.17,0,115.03,0,2.37,0,96.22,2.75,0,1.85,7.53,1.63,3.91,3.31,0,0,49.7,0,0,5.75,157.19,0,2.28,7.85,0,0,12.8,0,0,0,0,0,9.43,0,0,0,10.37,2.59
