stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,22.22,242.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.99,0,0,0,0,0,0,0,0,0,0,0
  5-6,6.31,109.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,4.87,25.23,0,13.9,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1307.79,13.72,0,0,102.64,0,8.26,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,55.09,0,57.92,0,0,0,80.75,0,0,0,0,0,0,0,0,0,0,3.73,0,0,0,0,0,2333.66,22.6,0,0,164.73,0,0,0,0,8.21,0,0,0,0,0,0,0,0
 14-21,0,0,15.53,0.88,305.79,0.81,0,37.92,0,5.63,0,98.21,0,0,1.27,0,0,8.08,0,2.14,16.86,0,0,22.81,2533.6,20.67,94.27,62.95,13.28,0,2.28,0,6.63,0,1.05,14.67,2421.93,0,0,1.25,0,0.85
 24-34,0,0,32.04,0.62,76.78,0,0,217.44,0,12.18,0,36.28,1.05,1.53,0,1.19,0,12.18,1.43,0,16.25,0,0,23.69,6485.9,0.62,76.13,37.18,0,0,5.02,0,0,8.23,3.56,7.51,1970.91,0,0,3.49,0,0
 36-46,0,0,12.2,0.56,21.33,0,0,1183.8,0,34.08,0.62,109.64,2.5,0.56,0,0,0,6.4,5.67,14.15,14.21,0,0,6.71,9200.19,6.6,72.84,14.32,0,0,16.32,0,0,1.95,0.96,0,2356.76,0,0,12.92,0,9.67
 48-58,0,0,3.23,0,44.11,1.68,0,2193.03,1.38,35.72,0.91,224.98,1.38,0,0.72,0,3.8,4.07,12.16,5.7,25.74,0,0,15.91,8142.23,1.29,39.54,19.53,0,0,1.69,0,0,0.8,0.48,0,1318.2,0,0,2.61,0,0.99
 60-70,0,0,0.86,0,61.94,0,0,2957.24,0,41.31,0.84,898.69,1.04,1.71,4.84,0.6,0.6,7.67,6.69,2.99,40.44,0,1.53,3.64,7018.29,0,25.75,15.32,0,1.08,6.3,0,0,5.28,0,0,812.13,13.89,0,0.93,0,13.42
 72-82,0,0,0.5,0.56,64.56,1.05,0,2684.36,0,62.14,7.21,1947.16,6.41,3.32,7.01,1.69,6.45,16.21,9.55,3.16,55.08,0,8.94,1.79,5275.61,0,55.48,72.64,0,0.77,7.54,0,0,10.48,0.97,0,492.52,62.11,0.61,8.53,4.75,4.86
 84-94,0,0,0,0,91.26,0.61,0,1932.23,0.88,77.05,3.5,1466.98,11.31,2.72,5.15,2.02,5.99,13.05,39.02,5.22,71.97,0,2.5,3.12,3979,0.56,53.03,84.87,0,0.96,27.05,0,0,1.12,0,0,340.65,378.33,1.67,5.88,3.97,0
 96-106,0,0,1.96,0,125.41,14.85,0.98,1560.64,2.29,75.03,9.4,1816.39,25.56,2.18,10.3,2.43,2.53,22.22,31.14,5.57,75.21,1.47,3.75,7.27,3344.72,2.29,54.66,74.91,0,5.74,14.16,0.76,0,3.02,0.66,0,121.57,638.71,0,5.81,3.51,0.83
108-118,0,0,0,1.18,99.28,12.04,7.34,1223.34,0.58,121.77,2.8,1988.39,29.64,2.04,4.92,2.2,5.44,13.48,54.93,0,57.7,1.88,0.69,6.96,3510.27,0,42.98,85.91,0,1.22,24.94,0,0,5.18,0,0,139.44,894.48,1.7,13.75,1.05,0
120,1.12,0,0,3.17,103.48,2.61,6.37,1519.65,0,67.5,13.32,2677.37,12.19,1.54,5.71,9.98,3.86,9.44,31.97,0,93.71,2.91,5.31,12.19,4401.18,6.34,45.13,183.79,0,0,17.57,0,0,6.68,0,0,245.38,330.76,1.54,7.59,0,15.67
