stage,eye,glial,mesenchyme,muscle,neural,presomitic.mesoderm,spinal.cord
 14-21,0,0,0,0,0,1.34,0
 24-34,0.61,0,0.78,0,2.46,0,0
 36-46,0,0,0,0,6.91,0,3.09
 48-58,0,0,0.38,0,14.39,0,0.52
 60-70,0,0,0,0,19.9,0,0
 72-82,2.14,1.53,0,0,31.02,0,0
 84-94,3.06,0,0,0,7.41,0,0
 96-106,3.21,0,0,0,5.29,0,0
108-118,1.92,0,0,0.54,11.86,0,0
120,0,0,0,0,28.05,0,0
