stage,blastomeres,gut,immune,neural,pronephros,spinal.cord
  7-9,6.22,0,0,0,0,0
 10-12,0,0,0,5.02,0,0
 14-21,0,0,0,0,0,4.22
 24-34,0,0,0,0,0,1.24
 48-58,0,0,0,0,0,1.2
 60-70,0,0,0,0.84,0,0
 96-106,0,2.18,1.52,3.21,0.87,0
