stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  5-6,0,15.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.04,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,3.22,0,0,0,37.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106.49,7.05,0,0,18.56,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,7.3,0,9.76,0,0,0,17.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,401.21,0,0,0,35.35,0,0,0,10.11,0,0,0,0,0,0,0,0
 14-21,0,0,0,0,5.64,8.21,0,16.73,0,0,0,0,0,0,0,0,0,0,0,1.65,0,0,0,0,66.27,1.25,0,0,0,0,0,3.06,0,0,2.4,29.19,0,0,7.87,0,0
 24-34,0,0,0,0,0,0.67,0,54.01,0,0,0,5.69,0,0,0,0.85,0,0,0.74,11.56,3.05,0,0,1.47,472.27,1.45,11.76,3.15,0,0,0,0,0,0,1.95,72.33,0,0,17.64,0,0.86
 36-46,0,0,1.35,0,3.33,0.83,0,159.21,0,0,0,54.35,0,0,1.52,0,0,0,0,90.33,6.86,0,0,2.7,2053.81,0,14.53,9.41,0,0,12.83,0,0,0,0,259.08,0,0,0.76,0,0
 48-58,0,0,0,0,4.12,3.37,0,844.9,0,2.94,0.86,242.92,0,0.54,7.27,0,13.95,0.73,0,95.65,37.4,0.7,0,3.94,5077.19,9.99,6.99,15.48,0,0,16.44,0,0.73,0,0,440.35,0,0,1.85,0,0
 60-70,0,0,1.59,0,2.02,2.67,0,1445.9,0.69,14.47,0,377.62,0,0,4.13,11.96,7.75,1.16,0,73.14,45.03,0,0.99,7.81,6695.43,8.32,21.89,25.37,0,1.13,11.57,0,0,0,0,490.76,0,1.27,3.03,1.79,8.37
 72-82,0,0,0.83,0,24.18,3.33,0,1348.81,5.22,0,2.46,325.38,8.06,0,10.87,1.95,2.86,1.33,0,95.8,60.58,0.93,6.04,4.92,6728.68,0,17.08,37.52,0,2.48,3.39,0,0,0,0,363.77,1.07,2.64,15.09,4.01,13.78
 84-94,0,0,0,0,26.47,18.58,0,1275.57,2.19,11.44,1.12,274.69,1.53,0,14.37,1.5,7.76,9.68,0,210.21,85.73,2.46,6.07,3.11,4411.32,1.29,11.48,41.13,0,0,5.92,0,1.91,0,0,229.16,1.17,2.54,6.86,0,25.22
 96-106,0,0,0,0,32.04,31.98,4.28,867.09,5.83,2.73,3.63,202.14,2.58,0.96,15.05,1.12,0,11.51,14.61,128.87,97.56,4.41,1.87,17.98,3701.77,0.97,13.16,54.18,0,7.98,10.12,0,0,0.68,0,184.25,0,3.58,13.35,4.13,15.39
108-118,0,0,0,0,30.13,6.49,10.99,881.52,1.3,1.32,1.8,219.7,1.41,0.49,17.63,0.75,1.16,6.52,2.49,166.2,45.49,0,4.02,3.22,4020.67,0,19.52,45.57,0,8,7.68,0,1.69,0,0,110.03,0,0,1.03,4.96,3.94
120,1.19,0,0,0,27.69,29.18,0,913.43,0,0,2.81,274.79,3.26,0,23.74,18.84,12.97,3.67,0,41.92,117.11,0,4.57,17.44,5275.11,5.44,30.57,70.56,0,1.79,0,0,0,1.63,0,191.8,12.35,0,3.25,0,0
