stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,176.34,1754.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106.37,0,0,0,0,0,0,0,0,0,0
  5-6,55.16,951.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.52,30.15,0,0,6.69,0,25.82,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,6.26,0,0,0,14.23,0,0,0,0,0,3.62,0,0,0,0,0,0,0,0,0,0,0,232.44,6.87,0,0,38.38,0,23.8,0,0,0,0,0,0,0,0,0,0
 10-12,0,4.32,0,0,0,0,0,5.22,0,0,0,0,0,4.32,0,0,0,0,0,0,0,0,0,0,0,72.76,5.7,0,0,23.43,0,35.03,6.41,0,19.64,0,0,0,0,0,0,0
 14-21,0,0,0,0,60.34,0.84,0,4.21,0,0,0,0.86,0.98,0,0,0,4.05,0,0,0,0,9.93,0.9,0,3.55,17.06,0,0,1.91,0,0,175,0,1.74,0,3.05,10.87,0,0,0,0,0
 24-34,0,0,0,0,126.86,0,0,2.35,0,10.5,0,1.36,1.55,0,0.8,16.55,18.76,0,1.71,0.67,0,10.41,7.27,0,3.4,63.09,0.64,1.77,0.89,0,0,339.39,0,0,2.93,0.66,12.48,0,0,4.86,0,1.84
 36-46,0,0,0,0.56,155.36,0,0,5.33,0,38.24,0,0.73,3.52,0,0,8.01,23.81,0,1.19,0,0,1.59,1.41,0,3.32,46.89,0,0.57,10.76,0,0,319.88,0,0,1.67,0,8.22,0,0,0.58,0,7.28
 48-58,0,0,0,0,65.73,0,0,17.63,0,28.19,0,0.75,1.92,0,0,9.14,12.95,0,0.57,1.74,7.53,7.08,6.26,2.46,2.93,71.5,0,0.39,0,0,0,176.15,0,0,0.46,0,4.9,0,0,6.15,0,23.08
 60-70,0,0,0,0,93.65,0,0,12.49,0,24.36,0,1.62,21.81,0,0,18.1,3.8,1,0,1.41,0,13.96,0.67,0.99,1.99,24.62,0,0,2.68,0,0,180.51,0,0,9.64,0,1.63,1.58,0,0.57,0.81,14.05
 72-82,0,0,0.69,0,75.73,3.73,0,20.74,0,16.02,0,15.38,29.08,0,0,11.49,5.7,0.64,2.21,1.99,1.18,34.21,9.44,9.31,7.88,50.82,0,1.6,7.14,0,0,90.38,0,0,0.54,0,0,4,0,4.71,1.37,38.35
 84-94,0,0,0,0,94.45,2.96,0,19.27,0,27.9,0,8.34,43.06,0,0,17.68,14.7,1.82,0,3.82,0,30.77,12.95,0.55,1.61,15.33,0,2.52,0,0,2.02,266.51,0,0,1.59,0,6.72,7.86,0,3.97,0,3.31
 96-106,0,0,0,0,71.53,24.82,0,27.92,0.57,11.55,1.53,0.74,40.51,0,1.64,24.94,30.81,0.71,4.14,4.23,2.3,19.61,16.89,7.98,0.62,82.99,0,4.53,1.83,0,0,231.27,0,0,0.64,0,2.7,5.77,0,13,1.28,8.76
108-118,0,0,1.15,0.74,143.76,0.66,4.73,33.36,0,22.29,0.82,17.64,46.25,0,2.23,34.6,26.49,6.95,8.17,4.76,0,47.31,10.72,2.91,2.68,43.68,0.71,8.39,0.79,0,0,219.12,0,0,0.58,0,1.73,9.14,2.35,7.37,2.59,14.72
120,0,0,0,0,158.64,5.78,0,8.57,0,30.69,8.08,20.91,67.97,0,0,32.64,27.21,0,10.74,9.38,0,33.29,18.46,2.76,8.42,75.56,0,0,0,0,0,165.2,0,0,8.35,0,12.44,6.91,0,4.69,8.36,9.32
