stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,0,106.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,6.25,281.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,6.58,13.27,0,18.85,0,0,0,54.21,0,0,0,0,0,14.44,0,0,0,0,0,0,0,0,0,0,0,234.09,6.98,0,0,40.32,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,13.02,0,11.01,0,31.05,0,0,0,0,0,14.73,0,0,0,0,0,0,0,0,0,0,0,117.73,21.52,0,0,41.53,4.49,0,18.69,0,0,0,0,0,0,0,0
 14-21,0,0,0,2.76,12.67,1.9,0,0.99,0,0,0,1.32,1.2,1.91,0,0,0,0,0,0,0.85,1.66,0,0,7.78,51.4,4.91,0,0,2.64,9.29,10.94,0,0,3.21,18.73,0,0,0,0,0
 24-34,0,0,0,0,6.37,0,0,6.13,0,0.64,0,0,0,0,0,0,0.69,0,0,0,1.19,9.58,0,0,2.97,70.51,1.07,0,2.16,0,6.5,0,0,1.04,1.31,11.76,0,0,2.29,0,0
 36-46,0,0,0,0,1.07,0,0,16.13,0,1.3,0,8.61,0,0,0,0,2.43,0,0,0,0,4.28,0,0,3.54,124.95,0,1.54,0,0,16.93,0,0,0,0,21.16,0,0,5.45,0,0.57
 48-58,0,0,0,0,0.38,0,0,35.42,0.74,2.24,0.83,12.72,0,0,0.73,0.96,0,0,0.5,2.66,0.86,18.7,0.41,0.84,2.02,90.42,0,0,0,0,4.55,0,0,0,0,18.41,0,0,2.83,0,0.92
 60-70,0,0,0,0,0,3.84,0,47.72,0,0,0.6,9.61,0,0,0,0,0,0,0,0,0,22.25,0.62,0,0.76,100.29,0,0,0,0,2.04,0,0,0,0,10.18,0,0,0.73,0,0
 72-82,0,0,0,0,3.93,0,0,73.2,0,0,0,8.5,0,0,0,0.51,1.02,0,0,0,0,12.37,0,0,5.3,71.7,0.53,0,0,0,4.82,0,0,0,0,11.2,0,0,1.41,0,2.83
 84-94,0,0,2.22,0,0,0,0.76,41,0,0.74,0,1.32,0,0,0,0,2.27,0,0,0,0,6.72,0,0,0,47.29,0,0,1.67,0,8.06,0,0,0,0,1.73,0,0,1.23,0,0
 96-106,0,0,0.94,0,1.73,4.72,0,7.95,0.71,0,2.33,8.35,0.61,0,0,0.58,0.68,1.96,0,0,0,15.28,0,0,2.51,52.74,0,0,0,0,6.18,0,0,0,0,0.66,0,0,1.56,0.8,0
108-118,0,0,0.54,0,2.1,0.85,2.75,44.27,0,0,0,7.52,1.44,0,0,0.65,0.54,0.42,0.48,0,0,8.57,0,2.89,2.82,42.99,0,0,0,0,7.33,0,0,0.57,0,5.98,0.8,0.54,2.99,0,4.86
120,0,0,0,0,11.61,4.03,0,42.34,0,0,0,6.93,6.03,0,0,0,2.4,0,0,1.08,0,16.02,0,0,2.1,95.81,0,2.92,0,0,0,0,0,0,0,0,0,0,0,0,0
