stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,30.32,171.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.71,0,0,0,0,0,0,0,0,0,0
  5-6,9.58,388.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.77,7.94,0,0,0,0,16.08,0,0,0,0,0,0,0,0,0,0
  7-9,13.03,12.04,0,15.21,0,0,39.63,0,0,0,0,0,11.1,0,0,0,0,0,0,0,0,0,0,0,248.29,3.26,0,0,132.21,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,14.09,0,3.66,0,23.94,11.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292.48,15.24,0,0,128.93,0,0,0,18.06,0,0,0,0,0,0,0,0
 14-21,0,0,0,0,32.07,7.96,4.63,0,0,0,0,2.74,0,2.22,0,0,0,0,0,0,13.87,0,0,13.49,84.39,4.5,0,0,1.74,0,0,34,0,0.93,18.36,24.94,0,0,0,0,0
 24-34,0,0,0.75,0.81,13.48,3.14,10.77,0,0.82,0.68,4.27,0,0,4.86,0,0.74,0.82,1.38,0,0,35.42,0,1.77,10.24,102.28,3.63,0.86,2.1,0,0,8.94,0,0,0,0.65,27.54,0,0,12.15,0,0
 36-46,0,0,0,0,14.44,0,6.18,0,26.89,0,7.47,0,0,2.34,0,1.79,0,0,0,3.52,37.92,0,2.04,9.58,138.57,0,0,1.31,0,0,5.32,6.89,0,0,0,34.47,0,1.37,7.99,0,0
 48-58,0,0,0,0,7.15,0.4,9.32,0.74,2.94,3.06,7.9,0,0.57,0.8,2.22,0,0,1.11,0,0.7,29.74,0,0,2.41,129.64,0.62,1.31,0,0,0,5.18,0,0,2.11,0,18.03,0,0,5.02,0,7.51
 60-70,0,0,0,0,10.99,0,54.17,1.1,1.15,1.68,14.37,0,0,0.59,0,0,0,0,0,0,59.07,0,0.76,8.13,190.45,1.57,2.2,9.84,0,0,9.8,0,0,0,0,33.01,0,0,5.11,0,3.81
 72-82,0,0,0.61,0,5.57,12.96,95.49,0,7.94,2.08,19.55,3.54,0,2.9,1.75,0.53,1.43,1.56,4.55,0.64,128.95,0,16.3,7.19,327.74,0.73,4.83,1.73,0,1.96,10.57,0,0.49,1.81,0,47.54,0,0.49,15.66,3.04,0
 84-94,0,0,0,0,21.93,6.84,99.29,0,3.31,3.07,23.97,2.88,0,3.54,2.78,0,0.67,0.78,0,6.72,83.68,0,3.16,4.67,194.05,2.21,1.65,2.06,0,2.02,13.96,0,0.87,0,0,33.75,0,0,11.37,3.19,2.81
 96-106,0,0,0,0,14.78,0.56,67.86,1.64,1.76,0,33.02,1.28,0,3.11,4.32,0,2.95,2.09,0,0,60.29,0.65,3.26,8.27,180.93,0.77,1.84,0,0,2.4,11.38,0,0,0,0,2.4,0,2.5,17.79,7.1,0
108-118,0,0,1.57,0,10.9,1.52,84.29,0,3.09,4.8,21.22,0.45,0,1.81,3.37,0.69,0.56,0,6.39,2.88,87.09,0,0.97,7.32,271.56,1.73,3.83,2.56,0,5.21,19.75,0,0,0.47,0,7.83,3.03,3.27,6.7,1.48,6.02
120,0,0,0,0,17.46,0,55.02,2.11,4.7,4.81,49.22,0,0,0,2.77,1.94,2.22,0,0,5.95,51.16,0,0,4.11,329.87,6.74,0,0,0,0,15.73,0,1.58,0,0,0,0,10.7,18.68,6.59,0
