stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,60.61,2327.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277.11,0,0,0,0,0,0,0,0,0,0,0
  5-6,135.46,5512.22,0,10.68,0,0,0,0,0,0,0,0,0,34.13,0,0,0,0,0,0,0,0,0,0,0,704.46,38.08,0,0,154.3,272.86,0,0,0,0,0,0,0,0,0,0,0
  7-9,80.91,640.54,0,396.41,0,0,0,571.01,0,0,0,0,0,167.74,0,0,0,0,0,0,0,0,0,0,0,11731.92,300.43,0,0,5678.79,92.7,12.91,0,0,0,0,0,0,0,0,0,0
 10-12,5.75,598.64,0,284.68,0,57.02,0,467.32,0,0,0,0,0,24.76,0,0,0,0,0,0,0,0,0,0,3.87,17778.66,199.06,0,0,5406.89,66.63,0,37.91,393.65,0,85.76,34.99,0,0,0,0,0
 14-21,3.19,4.89,0.8,35.75,11383.7,611.11,0,893.21,0,3.2,0,105.62,37.41,29.99,2.5,0,241.63,1.78,1.57,1.02,7.85,477.15,5.57,0,709.74,40289.22,226.85,58.93,541.17,1155.8,4482.56,10.02,4299.71,200.86,807.87,5881.6,7157.22,0,0,8.72,0,11.59
 24-34,0,0,0,0.61,383.58,4.5,0,165.29,0,45.05,0,171.72,0,10.9,2.46,0,15.73,0.64,19.22,0,14.05,158.62,25.89,0,64.49,6417.75,18.45,163.64,20.2,0,2210.66,0,6,0,99.42,97.96,884.62,0,0,61.36,0,68.43
 36-46,0,0,0,0,116.74,0,0,124.45,3.38,4.32,0.78,151.02,0,0,0,0,0.73,0,1.74,0,3.25,61.07,2.79,0.8,12.27,1902.03,3.41,40.36,22.6,0,594.18,0,0,0,14.45,0,726.45,0,0,55.24,0,9.6
 48-58,14.96,0,0,0,31.65,3.01,0,156.62,0,3.33,0,135.7,0,0.49,0.91,0,0,0.54,0,0,0.46,147.13,0.5,0,6.67,1208.45,32,17.96,1.63,0,166.43,0,0,0,2.2,0,115.28,0,0,48.83,0,0.6
 60-70,0,0,0,0,10.58,0,0,158.73,0,8.83,0,60.85,1.57,0,0,0,0,20.22,0,0,0,256.72,0.58,0.71,4.23,620.26,0,5.82,1.56,0,93.88,0,0,0,0,0,45.13,0,0.69,79.41,0,0
 72-82,0,0,0,0,15.7,3.79,0,201.94,0,0,0,66.32,0.58,0,1.07,0,0.65,11.45,0.6,6.73,0,235.06,1.06,3.1,3.36,539.64,0,41.02,3.4,0,22.9,0,0,0,0,0,44.6,0.5,1.97,207.64,0,0
 84-94,27.73,0,0,0,8.54,2.41,0,172.55,0.67,9.83,0.94,24.03,0,0,0,0,1.03,3.52,0,0,2.16,114.03,0.57,0.63,0,259.88,0,0,0,0,149.72,0,0,2.39,0,0,21.69,0,1.89,107.02,0,0
 96-106,0,0,0,0,4.68,0,0,93.72,0,0,0,28.79,1.36,0,0,1.07,0,0,3.99,10.68,0.56,53.46,3.44,0,0.8,114.44,0.64,4.53,2.36,0,70.88,0,0,0,0,0,0,0,1.03,78.3,7.92,0
108-118,0,0,0,0,7.66,0.42,1.5,78.34,0,0,0.96,36.61,0,0,0,1.21,0.63,0,0,0,2.58,16.72,0.81,0,0.45,105.51,0,1.25,4.89,0,49.75,0,0,1.15,0,0,3.76,0,0,119.66,0.54,2.56
120,0,0,0,0,5.06,10.07,3.65,127.01,0,1.62,0,11.21,1.21,0,0,0,0,0,0,0,0,9.64,0,0,2.71,220.91,0,0,3.46,0,37.85,0,0,0,0,0,9.57,0,0,193.31,0,0
