stage,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
 14-21,0,8.18,53.86,21.79,0,22.52,0,0,0,13.89,6.28,2.12,2.65,0,0.9,0,0,0,0,43.13,0,0,27.47,388.69,19.57,3.05,8.35,10.62,0,3.46,1.11,78.22,6.32,6.43,72.28,129.23,0,0,1.82,0,0
 24-34,2.08,5.08,36.46,5.96,0,73.96,4.39,1.93,2.37,14.96,0.73,0,13.55,0,2.14,0,4.28,2.07,0.92,87.44,1.88,0,44.26,1103,3.07,20.8,9.23,0,0,30.92,0,0,1.31,14.66,14.66,169.33,0,0,31.05,0,4.26
 36-46,0,0,8.17,2.94,0,242.33,21.44,5.1,2.29,42.71,0,0.76,3.45,5.59,1.78,0,1.35,5.06,2.48,93.07,0.63,1.9,16.87,1344.85,1.14,9.71,7.82,0,0,57.1,0,0,10.61,2.84,6.52,251.38,0,0,16.9,0,0.65
 48-58,0,0,17.93,10.54,0,468.67,22.44,2.61,7.95,94.62,3.64,0,2.26,1.63,0,1.69,3.95,0,9.43,115.91,0,1.95,25.74,1483.32,1.01,10.91,13.7,0,0.9,31.53,0,0,0,4.4,0,264.13,0,0,13.32,0,25.17
 60-70,0,0,34.43,9.64,0,783.4,15.5,8.71,4.58,94.8,2.2,0,1.7,0.98,1.69,14.83,1.85,0.78,0,145.11,1.73,9.49,32.07,1311.65,0.58,6.04,15.65,0,1.53,29.23,0,0,1.17,2.28,0,205.62,0,0,28.43,1.97,36.65
 72-82,1.81,0,16.65,31.25,4.04,603.15,21.49,1.63,3.88,130.18,5.02,0,0,10.92,1.73,9.38,3.82,0.78,0.5,191.64,1.54,7.14,18.42,1104.11,1.01,14.94,23.75,0,2.81,31.94,0,0,5.41,1.57,0,95.52,5.07,5.33,15.24,7.57,22
 84-94,0,0,30.85,35.8,0,585.42,1.18,7.89,5.89,85.84,7.09,1.38,1.5,9.29,3.91,2.56,4.73,0.6,2.84,216.09,0,6.42,11.93,821.89,3.45,8.55,30.11,0,0,67.47,0,0,4.19,0.66,0,74.87,5.66,7.19,44.7,7.81,8.23
 96-106,0.83,0,22.63,75.64,0,512.17,14.54,7.7,1.81,64.98,13.3,0,2.19,3.79,6.57,10.98,12.61,9.26,0,104.02,7.45,5.92,15.55,688.11,0.68,5.86,30.78,0,4.61,49.51,0,0,0,0.61,0,30.6,3.47,1.92,29.79,2.68,12.81
108-118,0.58,0,32.85,29.09,13,441.11,4.93,10.97,10.93,91.53,4.96,0,0.69,7.22,4.47,9.31,2.6,5.7,0.54,136.61,2.55,1.83,22.98,944.09,3.61,10.22,31.26,0,8.34,44.73,0,0,4.08,3.13,0,38.12,0.91,3.61,30.9,8.65,7.47
120,0,0,38.44,41.13,0,399.62,8.81,3.67,8.63,163.91,6.64,0,3.7,11.32,0,9.94,6.5,7.47,9.35,165.1,4.7,6.27,22.22,1254.01,10.56,8.55,47.51,0,0,28.13,0,0,13.05,2.83,0,25.22,4.29,0,16.23,0,2.08
