stage,blastomeres,epidermis,eye,glial,mesenchyme,neural,paraxial.mesoderm,periderm,spinal.cord
  5-6,6.52,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,3.89,0,0
 24-34,0,0,0,0,0,9.1,0,0,0
 36-46,0,0,1.13,0,0,10.43,0,0,0.7
 48-58,0,0.43,0.87,1,0,27.41,0,0,0
 60-70,0,0,8.83,2.68,0,77.94,0,0,16.66
 72-82,0,0,1.49,0,0.68,46.32,0,0,1.33
 84-94,0,0,1.83,0,0,25.14,0,2.59,0
 96-106,0,0,2.78,0,0,25.54,0,0,0
108-118,0,0,2.04,1.55,0,36.41,0,0,2.33
120,0,0,5.52,0,0,38.17,0,0,0
