stage,erythrocytes,eye,mesenchyme,neural,periderm,spinal.cord
 24-34,0,0.59,0,3.94,0,0.73
 36-46,0,0,0,4.58,0,0
 48-58,0,4.59,0,0.88,6.82,0
 60-70,0,0,0,1.42,2.94,0
 72-82,1.48,2.34,0,3.95,0,0
 96-106,0,0,2.51,0,0,0
108-118,0,0,0,3.77,0,0
120,0,0,0,16.81,0,0
