stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,44.34,884.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.38,0,0,0,0,0,0,0,0,0,0
  5-6,7.22,108.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.57,0,0,0,0,0,0,0,0,0,0
  7-9,11.02,3.21,0,0,0,0,0,0,0,0,0,0,0,3.97,0,0,0,0,0,0,0,0,0,0,0,0,15.96,0,0,24.58,0,3.31,0,0,0,0,0,0,0,0,0,0
 10-12,0,6.86,0,5.83,0,0,0,4.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,0,0,9.77,48.78,0,0,0,0,0,1.1,2.07,0,1.5,9.26,0,0,0,0,0,7.91,0,0,5.77,12.7,2.55,0,0,0,0,20.31,3.92,2.77,0.94,3.51,17.6,0,0,0,0,0
 24-34,0,0,0,0,1.88,13.96,0,6.35,0,0.78,0,3.69,0.68,0,2.37,17.75,8.28,1.45,1.29,0,0,13.96,7.07,0,1.8,39.48,0,3.19,0.65,0,0,23.23,0,0,0,0,16.54,0,0,6.82,0,0.63
 36-46,0,0,0,0,13.05,9.95,0,6.16,0.76,0,0.63,1.01,0,0,0.9,3.75,2.03,0,2.93,0,0,15.51,0.63,0.8,3.34,74.54,1.87,5.24,1.28,0,0,69.42,0,0,0,0,17.44,0,0,1.04,0,0.67
 48-58,0,0,0,0,8.89,0,0,6.92,1.91,2.95,5.24,5.3,0.38,1.66,2.38,4,2.42,0,1.57,0,0.39,14.18,13.09,1.71,1.05,46.85,0,5.86,1.15,0,0,19.61,0,0.61,0,0,18.45,0,0,7.05,0,0
 60-70,0,0,0,0,4.14,0,0,23.84,0.96,5.76,0,93.5,0,0,0,10.25,1.18,0,0.59,0,0,11,3.95,0,5.84,34.29,0,2.91,1.38,0,0,44.71,0,0,3.2,0,5.24,0,0,11.43,2.04,0.71
 72-82,0,0,2.63,0,2.88,2.53,0,48.65,0.96,0,5.69,148.42,2.39,0.6,0,10.68,3.04,0,0.62,0,0.87,61.86,7.64,0,0.75,72.64,0.72,7.24,2.4,0,1.03,29.71,0,0,0,0,5.43,1.01,1.37,30.95,2.17,0
 84-94,0,0,1.78,0,18.37,0,0,42.19,1.13,4.13,0,112.64,4.97,2.53,1.55,11.93,6.95,0,11.67,5.89,0,80.64,8.45,5.35,3.42,52.86,0.84,3.82,1.24,0,2.93,87.88,0,2.56,0,0,12.41,2.34,0,22.41,0,8.15
 96-106,0,0,1.98,0,19.26,12.53,0.63,119.82,5.44,2.27,1.09,194.22,5.86,0,0.87,12.11,12.16,0,4.89,1.99,0.71,84.76,16.69,1.06,6.64,54,1.27,3.24,5.04,0,5.31,123.2,0,2.12,1.18,0,7.85,1.63,3.2,19.7,0.96,7.78
108-118,0,0,5.81,0,25.09,4.65,7.27,64.57,8.25,2.16,2.85,318.12,13.57,0,0,10.81,3.36,5.11,5.26,0,1.92,85.58,17.88,3.16,7.37,107.82,0.57,14.16,7.17,0,1.49,95.15,0,0.91,1.95,0,4.23,18.81,0,20.26,1.68,5.64
120,0,0,3.64,0,24.42,1.01,0,43.54,2.74,2.84,0,334.77,27.36,0,0,21.43,2.26,10.35,5.02,0,0,68.91,10.76,2.58,12.15,138.21,3.52,19.42,5.39,0,11.51,106.15,0,2.25,0,0,16.26,2.45,0,45.37,0,2.34
