stage,epidermis,eye,mesenchyme,muscle,neural,periderm,spinal_cord
  7-9,0,0,0,0,16.38,0,0
 14-21,0,0,0,0,2.55,0,1.82
 24-34,0,1.43,0.64,0.99,7.79,0,0.75
 36-46,0,0,0,0,7.5,0.71,0
 48-58,0,0,0,0,0,0,0.81
 60-70,0,0,0,0,1.44,0,0
 72-82,0,6.24,0,0,1,0,0
 84-94,0,0,1.49,0,0,0,0
 96-106,0.86,10.35,0,0,0,0,0
108-118,0,3.01,1.4,0.7,5.07,0,0
120,0,0,0,0,5.34,0,0
