stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,142.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.78,0,0,0,0,0,0,0,0,0,0
  5-6,14.38,104.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.77,0,0,0,25.12,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,16.43,0,13.73,0,0,15.54,0,0,0,0,0,13.78,0,0,0,0,0,0,0,0,0,0,0,799.3,0,0,0,11.2,0,10.46,0,8.56,0,0,0,0,0,0,0,0
 14-21,0,0,0,0,541.04,4,2.25,0,8.53,0,0,7.04,0,0,0,0,0,0,0,0,30.33,1.16,0,14.81,48.96,0,1.08,2.7,0,0,67.87,9.34,1.81,0,0,21.13,0,0,0,0,0
 24-34,0,0,0,0,194.06,0.6,4.81,0,23.11,1.48,1.42,1.71,0,3.39,0.71,1.97,0,3.67,0,0,43.63,0,2.43,28.27,45.91,3.5,2.31,4.1,0,0,170.64,0,0,0.85,0.66,44.15,0,0,20.24,0,1.56
 36-46,0,0,0,0,98.92,0,7.79,0,20.8,1.85,1.41,0.72,0,2.21,0,4.73,0,1.36,0,0,60.01,0.58,2.42,21,21.69,6.09,1.89,0,0,0,261.3,0,0,0,0,57.51,0,1.85,4.35,0,6.13
 48-58,0,0,0,0,96.14,0,22.23,0,26.18,7.23,6.72,0.41,0.54,4.78,8.71,0,2.19,3.97,0,4.18,68.21,0,8.42,13.36,81.07,1.5,0.82,0.95,0,0.45,124.56,0,1.07,0,0,41.82,0,1.65,16.37,0.5,20.76
 60-70,0,0,0,0,102.58,0,40.5,0,35.41,0,16.02,0,0,8.23,1.09,0,0.82,0.69,0,0,110.72,2.41,5.64,9.02,24.51,1.76,3.94,3.41,0,0,117.84,0,0,0,0,26.75,3.21,2.12,9.75,2.04,3.16
 72-82,0,0,0,0,67.89,0,36.14,0,30.28,4.75,36.65,5.23,0,11.4,7.42,4.65,1.71,0,0,0,171.13,1.67,21.26,8.81,41.4,0,2.29,4.59,0,2.19,78.5,0,0,0,0,15.71,2.55,5.27,38.94,3.18,2.51
 84-94,0,0,3.73,0,89.06,0.68,56.53,0,48.13,2.1,23.15,10.18,0,4.63,5.15,4.65,10.1,3.83,0,0.72,140.14,0.91,17.6,16.44,13.68,1.22,2.83,10.72,0,3.48,196.86,0,0,0,0,8.25,1.52,0.92,22.84,3.19,6.73
 96-106,0,0,0,0,88.4,1.25,35.25,0,36.47,0,39.09,12.01,0,9.89,12.17,6.66,7.5,3.77,0,0,139.01,1.24,16.19,6.54,48.2,0.58,13.01,7.48,0,6.49,161.3,0,0.63,0,0,40.78,4.99,6.47,47.98,10.18,16.05
108-118,0,0,0.85,0,114.66,2.01,30.32,1.54,39.93,2.81,42.22,12.21,0,7.16,13.52,9.77,13.59,5.1,0.6,0,160.27,2.36,8.55,7.32,21.26,3.51,4.14,3.57,0,2.05,99.36,0,0.42,0,0,7.58,6.74,14.08,19.12,4.01,4.99
120,0,0,0,0,130.86,0,18.63,0,51.82,2.45,51.97,5.59,0,6.72,19.36,3.6,0,3.74,0,0,101.85,0,8.19,0,57.25,21.98,3.56,0,0,0,40.27,0,1.86,0,0,9.3,5.76,6,18.29,14,5.56
