stage,blastomeres,eye,glial,mesenchyme,neural,paraxial_mesoderm
  7-9,6.26,0,0,0,3.97,0
 10-12,0,0,0,0,0,5.37
 14-21,0,0,0,0,1.09,0
 24-34,0,0,0,0,2.17,0
 36-46,0,0.7,0,0,3.39,0
 48-58,0,0,0.72,0.87,7.06,0
 60-70,0,0.9,1.51,0,3.35,0
 72-82,0,0,2.33,0,7.53,0
 84-94,0,0,0,0,16.18,0
 96-106,0,3.96,0,0,12.71,0
108-118,0,0,0,0,25.65,0
120,0,0,0,0,54.48,0
