stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,194.3,4224.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173.58,0,0,0,0,0,0,0,0,0,0,0
  5-6,617.64,4506.8,0,37.05,0,0,0,0,0,0,0,0,53.92,0,0,0,0,0,0,0,0,0,0,0,346.83,9.37,0,0,89.46,0,71.96,0,0,0,0,0,0,0,0,0,0,0
  7-9,389.58,139.21,0,422.37,0,0,299.12,0,0,0,0,0,276.95,0,0,0,0,0,0,0,0,0,0,0,4447.1,372.22,0,0,2036.94,0,16.53,49.24,0,0,0,0,0,0,0,0,0,0
 10-12,3.8,25.61,0,265.28,0,32.94,186.42,0,0,0,0,0,41.21,0,0,0,0,0,0,0,0,0,0,3.87,3647.21,325.59,0,0,1187.56,0,3.1,18.35,9.31,121.13,0,9.65,3.51,0,0,0,0,0
 14-21,0,0,1.11,4.77,134.41,32.13,7.02,0,1,0,7.78,4.8,0,2.8,0,0,0.96,0,0,4.5,53.74,0,0,48.76,249.31,38.31,0.86,1.27,14.07,0,0,0,43.49,7.84,11.58,119.45,118.7,0,0,17.87,0,3.47
 24-34,0.88,0,1.96,0,62.57,4.25,39.91,0.6,2.23,6.37,34,5.97,0,13.86,0.9,2.1,0.64,1.97,0,1.78,137.4,0,1.63,58.1,471.79,10.73,9.13,3.56,0,0,0,0,0,10.56,12.32,41.46,190.87,0,0,138.97,0,11.17
 36-46,0,0,0,0.84,32.78,7.29,122.06,4.25,5.32,8.39,49.47,0.79,0,16.24,12.6,0,0,2.87,1.94,9.1,220.83,0,8.37,79.83,628.66,9.33,2.75,0.8,0,2.85,1.88,0,0,0.72,2.47,0.58,234.37,0,0,63.88,0.78,1.87
 48-58,0,1.29,0,0,27.38,0,157.11,1.75,4.48,16.08,66.82,0,0.37,3.83,0.77,0.37,6.95,4.22,1.84,5.92,179.62,2.55,7.2,37.5,315.62,1.92,0.44,4.82,0,7.9,0,0,0,0.75,1.26,0,119.4,0,2.48,74.19,0,4.25
 60-70,0,0,0,0,24.85,0,137.77,5.27,8.64,11.63,61.12,3.45,0,8.18,6.3,0.71,2.87,2.81,0,0.63,207.95,0,17.84,18.7,219.01,1.17,5.79,5.95,0,19.71,0,0,0,3.48,0.65,0,44.75,0,17.97,54.77,10.2,18.96
 72-82,0,0,0.56,0,22.59,2.3,58.64,3.39,7.07,8.56,60.92,0.64,0.52,10.29,4.76,0.53,28.96,0.72,0.62,1.32,197.94,0,37.74,21.48,117.66,1.31,0,5.06,0,19.02,0,0,0,3.74,0,0,41.95,0,22.31,92.26,20.91,16.84
 84-94,0,0,2.22,2.08,43.14,2.96,49.48,5.12,14.8,11.11,62.13,1.87,0,11.84,6.01,2.01,16.25,1.91,6.68,1.14,194.7,0,29.52,27.42,133.69,1.86,1.54,4.59,0,3,0,0,0,2.72,0,0,47.21,0,19.05,107.02,27.12,10.57
 96-106,0,0,0.9,0,30.93,5.59,40.81,7.98,5.11,4.94,56.29,2.7,0,6.6,8.2,0,6,0,0,9.06,125.64,0,24.85,21.66,87.4,1.34,4.04,6.13,0,19.88,4.21,0,0,0,0,0,10.84,1.68,18.29,91.27,51.76,22.24
108-118,0,0,0,0,30.33,2.72,48.97,10.31,9.72,4.65,60.04,2.17,0,3.87,4.69,0.49,18.06,1.15,1.27,16.18,108.89,0,33.39,8.86,91.54,1.14,0.77,10.12,0,23.65,1.01,0,0,2.3,0.44,0,5.51,1.21,8.79,108.98,29.82,14.91
120,0,0,3.29,3.17,21.54,3.82,16.35,0,8.58,20.98,33.12,0,0,6.33,3.38,0,0,0,0,0,62.13,0,5.46,10.28,69.89,1.03,0,4.03,0,27.96,13.64,0,0,7.29,0,0,22.47,1.63,0,94.61,31.77,0
