stage,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  5-6,7.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,1.79,2.08,1.69,0,2.75,0,0,0,0,0,1.95,0,0,0,0,0,0,0,1.78,0,0,17.14,169.67,0,0.84,1.78,17.08,0,5.13,0.86,0,0,4.94,12.36,0,0,1.41,0,0
 24-34,0,0.81,0,3.87,63.26,0,24.88,0,0,0,3.37,0,0,0,0,0,0,0,0,0.83,9.36,0,0,5.65,171.93,0.64,0.76,10.79,0,0,3.62,2.33,0,1.04,13.01,21.71,0,0,17.04,0,0
 36-46,0,0,0,8.62,0.73,0,40.38,0.67,0,0,11.31,0,0,0.99,12.05,0,0,0,0,1.14,14.38,0,1.85,2.85,95.65,0.62,1.13,0,0,0,26.9,0,0,0,0,16.95,0,0,3.91,0,3.93
 48-58,0,0.44,0,5.87,0,0,24.3,1.79,0.63,0.9,7.72,0.56,1.7,0,0,0,0,0.66,0,0,19.81,1.17,0,0.41,141.34,0.72,0,4.57,0,0,5.28,0,0,1.28,0,18.76,0,0.51,5.06,0,2.62
 60-70,0,0,0,16.47,0.59,0,89.36,1.07,1.13,0,15.26,0,0,0,0,3.34,0,0,2.6,0,16.15,0,0,5.13,188.24,0.62,0,1.64,0,0,18.79,0,0,0,0,20.5,0,0,6.36,0,7.45
 72-82,0,2.19,0,4.64,0,1.86,46.74,0.69,4.01,0.68,8.81,0.63,0,0.86,0.95,0.6,0.71,0,0,0,26.1,0,1.35,2.11,69.4,3.71,1.43,3.92,0,0,20.45,0,0.97,0,0,6.65,0,0,4.18,0,0
 84-94,0,0.98,0,5.89,3.51,0,32.46,3.76,0,1.81,9.77,6.97,0,0,0.75,0,1.99,1.05,15.62,5.02,32.55,0,1.41,3.26,138.81,0,8.03,0,0,0,39.84,0,1.91,0,0,1.44,0,0,8.69,0.68,1.56
 96-106,0,0,0,2.33,3.81,0.94,8.08,0,0,0,4.55,0.69,0,0,0,2.75,0,0,4.34,2.25,8.11,0,0.58,0.58,17.73,0.71,0,0,0,0,25.51,0,1.37,0,0,0,0,0,1.47,0,0
108-118,0,0,0,20.59,3.1,17.43,48.44,0.42,0,0,6.23,3.38,0,0,3.47,0.58,1.15,0.43,2.29,0,30.6,0,0,4.74,79.86,0,0,0,0,11.18,28.62,0,0,0.96,0,4.42,0,1.53,9.68,0.72,0
120,0,0,0,12.98,4.91,0,8.83,0,0,0,38.43,4.13,0,3.84,2.13,0,0,0,0,0,62.68,0,0,0,71.1,0,0,2.74,0,4.48,7.95,0,2.39,2.35,0,0,7.9,0,0,0,0
