stage,endocrine_pancreas,epidermis,erythrocytes,exocrine_pancreas,eye,fin_epithelia,glial,gut,immune,iridophores,liver,melanocytes,mesenchyme,mucous,muscle,neural,periderm,pronephros,spinal_cord,vasculature,visceral_smooth_muscle,xanthophores
 24-34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.69,0,0,0,0,0
 60-70,13.63,0,0,0,0,0,0,7.83,0,0,11.42,0,0,0,0,0.63,0,0,0,0,0,0
 72-82,55.03,2.41,0.64,0,6.76,0,0,102.71,0,2.65,52.72,0,7.88,0.94,0,38.64,1.97,0,0,0.9,0,0
 84-94,66.93,0,0,0.56,16.7,0,3.04,224.67,0,1.13,212,0,2.17,0,0,10.74,2.36,0.6,0,0,0,0
 96-106,68.08,2.55,4.19,0,31.22,0.84,13.55,454.53,0.56,0.6,276.71,0,7.41,0,2.68,72.67,5.92,0,8.39,0,2.64,11.22
108-118,75.33,3.68,0,9.87,13.65,1.72,8.69,649.64,0,0,390.45,3.91,17.68,0,0,110.76,4.36,0,3.17,3.76,1.39,0
120,122.32,0,4.28,9.26,14.05,0,0,419.6,0,0,175.75,0,0,0,8.25,133.65,9.63,0,0,0,0,0
