stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,852.42,15727.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,578.88,0,0,0,0,0,0,0,0,0,0
  5-6,517.63,7440.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179.18,47.27,0,0,7.98,0,92.95,0,0,0,0,0,0,0,0,0,0
  7-9,27.57,69.06,0,41.53,0,0,0,194.89,0,0,0,0,0,53.58,0,0,0,0,0,0,0,0,0,0,0,1226.73,21.34,0,0,315.14,0,10.03,82.06,0,0,0,0,0,0,0,0,0
 10-12,0,66.15,0,90.56,0,12.48,0,152.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1743.78,7.57,0,0,555.76,0,0,10.94,3.57,40.65,0,0,0,0,0,0,0
 14-21,0,0.9,0,5.23,54.61,6.8,0,65.74,0,0,0,27.31,3.62,0,0,0,0,0,1.12,1.46,0,43.06,0,0,29.62,798.48,9.54,1.22,11.75,13.17,0,6.37,0,47.48,0.82,33.18,185.96,0,0,7.1,0,0
 24-34,0,0,0,3.18,22.71,3.99,0,183.44,0,1.94,0,13.8,2.79,0.93,0,5.09,2.98,0.66,3.58,0.69,0,106.3,0,0.81,53.38,1510.64,1.99,10.35,6.95,0,0.99,18.9,1.29,0,3.95,6.54,244.17,0,0,13.2,0,6.39
 36-46,0,0,0,2.57,9.61,1.46,0,297.75,0,1.84,0.72,47.09,0,0,1.12,4.86,0,1.21,0,0,6.24,83.73,0,1.54,34.47,925.18,0,6.64,3.05,0,0,7.14,2.98,1.05,0.75,0,177.13,0,0,9.23,0,3.4
 48-58,0,0,0,0,23.07,4.51,0,408.63,0,0,5.09,60.88,1.79,0,3.78,2.76,0.46,0.79,2.61,0.65,5.01,113.17,1.32,3.35,23.15,772.31,0.45,8.87,4.73,0,0,8.88,0.98,0,1.76,0,133.71,0,0.4,10.13,0,1.94
 60-70,0,0,0,0,17.77,6.61,0,320.06,0.6,0.96,2.26,50.64,2.2,0,1.61,10.25,0,2.09,0,0.74,0,120.47,0,11.75,20.14,513.89,0,10.74,2.4,0,3.93,13.35,0,0,2.25,0,38.87,0,0.84,7.43,0.89,8.87
 72-82,0,0,1.4,0,14.23,8.62,0,247.21,0,1.17,1.91,76.81,2.34,0,4.49,12.51,2.09,0.8,0.51,1.85,0,151.26,2.13,5.02,16.73,443.22,0,18.31,10.91,0,0.71,5.19,0,0,0,0,69.81,0,0.61,10.06,4.48,2.32
 84-94,0,0,0,0,23.36,8.33,0,221.88,0,2.86,3.84,62.2,7.33,0,2.85,19.98,0,7.03,0.65,3.6,0,127.04,0.57,17.06,17.16,313.69,1.62,11,3.51,0,0.6,14.41,0,0,0,0,42.31,1.62,4.61,11.41,6.06,7
 96-106,0,0,2.59,0,36.2,7.16,0,210.17,0.62,7.64,2.58,56.22,9.18,0,4.89,13.27,0,1.5,3.42,3.07,0,119.09,4.97,7.67,11.61,282.63,0,25.99,6.5,0,2.69,15.2,3.13,0,11.35,0,25.87,0,1.91,13.73,5.98,0
108-118,0,0,0,0.74,39.44,13.23,1.06,193.58,0,3.29,2.85,57.67,7.35,0,0.88,21.83,4.69,7.89,1.71,0.81,0,126.99,4.51,9.37,18.73,502.95,1.98,18.46,9.29,0,4.75,12.98,2.22,0,0,0,17.64,1.74,0,17.21,1.27,13.12
120,0,0,0,0,37.61,8.18,0,263.59,0,5.62,9.6,52.1,2.93,0,4.62,22.43,1.4,1.58,0,3.99,0,156.09,0,19.09,21.81,587.03,2.24,16.24,6.45,0,9,21.2,2.3,0,0,0,2.02,0,0,5.51,0,0
