stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,236.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.43,0,0,0,0,0,0,0,0,0,0
  5-6,7.04,48.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.16,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,4.57,0,0,0,19.56,0,0,0,0,0,5.49,0,0,0,0,0,0,0,0,0,0,0,137.47,0,0,0,29.51,0,7.53,0,0,0,0,0,0,0,0,0,0
 10-12,0,36.53,0,29.29,0,0,0,130.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,422.65,4.01,0,0,48.25,0,0,0,15.69,0,0,0,0,0,0,0,0
 14-21,0,0,0,2.82,35.21,3.44,0,9.36,0,0.88,0,6.65,8.12,0,2.14,0,6.44,0,0,0,0,16.3,0,0,5.1,105.4,0,3.47,7.58,1.71,0,9.32,2.57,19.37,0,6.09,45.04,0,0,0,0,0
 24-34,0,0,0,0.82,23.91,0.62,0,35.92,0,2.4,1.42,13.02,1.26,0,5.54,0.61,5.73,0,0,0,1.25,31.82,2.59,0,28.07,165.48,3.79,4.96,17.33,0,0,31.21,0,30.41,0,1.48,55.87,0,0,15.93,0,0.77
 36-46,0,0,0,0,18.58,0,0,24.74,0,6.12,1.37,31.56,2.22,0,3.9,0,1.42,0,0.95,1.62,6.48,56.02,0,0,11.93,139.39,2.4,7.43,13.63,0,0,40.14,0,17.19,0,0,47.53,0,0,1.93,0,0
 48-58,0,0,0,0,17.67,0,0,116.8,0,6.06,1.79,45.44,4.26,0.54,0.96,0,1.34,0,0,1.13,0,80.54,2.18,4.17,3.45,109.98,4.59,4.6,24.35,6.64,0.56,29.63,0,7.65,0,0,43.51,0,0,4.67,0,6.42
 60-70,0,0,0.57,0,9.14,1.29,0,194.08,1.1,0,3.25,67.99,1.62,0,0,0,8.09,0,1.83,0,1.56,46.11,4.19,0,5.09,89.88,0,2.17,5.07,0,0,30.17,0,7.67,1.94,0,30.24,0,0.63,2.26,0,7.21
 72-82,0,0,0.98,0,7.1,12.54,0,207.98,0,1.81,1.63,47.32,8.82,0,1.75,6.26,9.81,0,1.8,11.02,0.49,97.59,4.01,9.84,9.61,87.91,0,12.23,25.02,0,3.8,3.39,0,6.68,0,0,25.65,0.95,5.06,8.81,12.27,13.09
 84-94,0,0,0.66,0,8.58,12.46,0,254.41,1.38,2.52,3.21,52,20.15,2.81,7.4,2.29,13.28,6.93,0,2.71,9.87,75.16,13.76,15.18,5.53,80.43,0.57,19.14,27.68,0,1.2,51.35,0,20.02,0.57,0,7.05,0,7.88,14.21,3.41,1.05
 96-106,0,0,0,0,14.73,31.51,0,201.52,0,8.65,1.21,72.29,24.63,0,3.86,1.65,10.95,3.28,2.11,9.05,2.94,73.14,15.12,6.42,4.05,55.02,0,16.05,24.21,0,0,35.16,0,13.18,0,0,9.12,2.77,6.94,7.89,2.06,7.02
108-118,0,0,2.2,0.44,12.44,21.77,11.88,220.41,0,3.47,0,49.62,37.18,0,7.47,1.39,14.61,8.8,2.62,9.8,3.99,97.23,16.81,5.41,0.47,56.24,0,6.34,32.07,0,0.76,27.35,0,23.08,4.3,0,8.38,1.31,0,10.55,2.83,2.13
120,0,0,0,0,39.13,24.41,0,136.62,0,3.77,0,76.81,53.81,0,0,10.17,18.01,2.22,2.13,14.32,5.48,52.87,9.1,14.63,1.82,94.36,0,29.32,22.67,0,0,11.73,0,28.21,0,0,21.92,1.37,0,15.68,2.54,0
