stage,axial,epidermis,erythrocytes,exocrine.pancreas,eye,mesenchyme,neural,otic,periderm,somites,spinal.cord,vasculature
  3-4,11.6,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,0,15.43,0,0,0,0,0
 14-21,0,0,1.74,0,0,0,1.48,2.36,0,1.81,0,0
 24-34,0,0,0,0,0,0,1.99,0,0,0,0.96,0
 36-46,0,0,0,0,0,0,0.6,0,0,0,0,3.1
 48-58,0,0,0,0,0,0,0.49,0,2.53,0,0.58,0
 60-70,0,0,0,0,0,0,1.52,0,0,0,0,0
 72-82,0,0,0,0,0,0,3.32,0,0,0,0,0
 96-106,0,0.79,0,0,0,6.23,0,0,2.72,0,0,2.17
108-118,0,1.86,0,2.17,1.13,0,0,0,0,0,0,0
