stage,eye,fast_muscle,heart,mesenchyme,neural,otic,periderm,pronephros,slow_muscle,spinal_cord,visceral_smooth_muscle
 14-21,0,0,0,0,3.76,0,0,0,0,0,0
 24-34,0,0,0,0,1.3,0,0.94,0,0,0,0
 36-46,0.65,0,1.77,0.63,1.17,0,0,0,0,0.67,0
 48-58,0.81,0,3.83,2.29,0,0,0,0.74,0,0,0
 60-70,0,0,0.87,0,5.07,0,0,0.68,0,0,0
 72-82,0,0,1.64,1.6,6,0,0,0,0,0,0.5
 84-94,0,0,0,0,0,0,0,1.79,0,0,2.19
 96-106,0,0.61,2.71,0,0,0.6,1.18,0,0,0,0
108-118,0,5.42,7.35,0,0,0,0,0,0.78,0,0.98
120,0,0,6.7,0,0,0,0,0,0,0,0
