stage,axial,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
 14-21,0,3.93,38.87,395.43,38.02,0,105.81,0,3.92,0,23.68,21.43,1.19,5.47,0,9.82,0,0.93,3.13,2.88,175.17,0.82,0,141.77,1596.54,543.16,15.55,19.7,72.03,0,32.47,6.38,127.91,18.78,53.65,246.57,716.12,0,0,19,0,5.86
 24-34,0,9.38,20.93,177.77,7.29,0,235.23,0.74,16.79,5.38,64.89,5.61,0,17.44,0.6,9.03,7.43,9.76,8.02,43.63,499.45,6.37,3.94,180.78,4889.84,76.86,58.32,22.54,0,0.99,76.19,0,2.91,12.95,18.48,81.47,1144.37,0,0,110.7,0,39.31
 36-46,0,0,0.59,90.35,7.9,0,879.44,12.53,18.47,20.87,210.56,3.75,6.39,19.57,4.07,3.85,5.64,3.55,3.32,41.39,513.64,5.41,21.74,129.41,8488.91,40.98,39.73,15.26,0,0,121.34,0,5.49,4.47,7.25,0,1602.95,0,0,49.93,0,45.45
 48-58,0,0,1.57,88.93,2.15,0,2473.08,16.23,41.93,21.01,419.82,2.3,0.57,17.42,5.4,0.4,11.69,6.31,2.79,37.48,686.59,5.58,29.03,115.5,8682.06,32.17,29.33,26.14,0,5.62,64.68,0,0,3.91,5.5,0,1569.96,0,2.97,17.78,0,74.14
 60-70,0,0.82,0,117.16,1.95,0,3934.48,7.82,30.44,23.58,419.84,12.04,2.38,12.9,10.89,5.58,31.03,14.98,16.68,8,900.36,4,40.92,69.13,7371.8,12.57,24.31,52.58,0,11.38,100.84,0,0,2.92,9.14,0,1137.33,0,22.62,45.81,8.43,75.91
 72-82,0,5.17,0.56,72.44,15.95,1.86,2806.76,3.56,29.79,37.92,378.03,19.4,0,13.77,5.66,7.2,29.01,14.09,6.22,25.42,938.05,9.13,55.58,64.41,5458.97,11.5,30.75,19.45,0,23.99,50.36,0,0,1.23,2.28,0,656.99,9.26,34.12,42.88,56.63,52.64
 84-94,0,4.11,0,127.6,6.42,0.76,2147.86,16.58,41.99,29.97,247.01,19.24,1.99,15.14,18.72,16.93,29.33,13.2,4.85,19.66,916.79,5.6,63.69,81.16,3923.84,15.74,29.2,36.64,0,18.2,105.24,0,0,3.4,11.23,0,449.13,14.79,40.14,38.78,69.59,53.11
 96-106,1.12,4.59,0,118.94,24.88,1.54,1432.93,4.18,17.25,29.75,260.14,32.27,0,14.31,13.15,18.64,21.67,16.73,21.69,7.67,793.55,12.6,37.72,55.14,2816.2,7.81,34.74,33.19,0,18.38,75.44,0,0,5.77,1.28,0,202.42,25.65,37.91,61.38,45.84,35.52
108-118,0,5.58,1.38,120.27,16.41,10.53,1332.48,7.44,42.15,21.29,316.86,14.08,0,10.53,14.43,26.89,38.99,14.4,13.26,14.65,728.35,3.75,46.54,54.36,3462.32,15,32.15,22.29,0,58.93,72.22,0,0,5.1,0.43,0,141.19,21.87,19.14,36.96,42.21,32.84
120,2.37,5.9,0,191.17,14.24,5.49,1170.83,28.38,45.03,45.57,418.95,30.73,0,25.51,15.43,14.38,14.46,10.83,1.74,6.18,787.65,3.7,62.35,61.66,3974.82,15.33,39.74,39.97,0,32.27,97.85,0,1.12,3.24,1.6,0,150.23,12.41,15.53,54.02,87.98,8.08
