stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,11.14,181.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,9.46,153.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,12.7,0,0,5.73,0,0,0,0,0,0,0,0,0,50.39,0,0,0,0,0,0,0,0,0,0,0,32.93,0,0,0,16.62,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,0,0,5.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.37,0,0,0,15.01,0,8.7,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,0,0.88,14.55,4.3,0,0.93,0,0.87,0,1.1,0,2.21,0,0,1.82,0,0,0,0,1.83,0,0,7.26,99.22,0.83,4.44,0,0,2.24,0.91,6.76,0,0,6.75,50.92,0,0,0.85,0,0
 24-34,0,0,0,0.61,9.79,0,0,3.36,0,0,0,47.34,0,0,0,0,0,0,0,0,0.62,5.61,0,0,2.02,374.85,6.71,37.19,5.73,0,1.71,0,0,0.64,3.77,0.73,106.94,0,0,1.5,0,0
 36-46,0,0,0.98,0,2.03,0.59,0,28.82,0,0,0,49.62,0,0,0.65,1.9,0,0.71,0,0,0,7.09,0,0,1.36,783.28,5.69,29.85,3.79,0,7.48,0,0,0,13.4,0,171.25,0,0,1.85,0,1.82
 48-58,0,0,0,0,1.92,0,0,180.44,0,0,5.01,35.33,0,0.54,0,7.01,0,0,2.63,0,1.04,19.82,0,0,1.11,1155.34,4.67,43.29,8.37,0,5.28,0,0,0.52,9.99,0,180.93,0,0,0.77,0,6.85
 60-70,0,0,0,0,7.1,0.57,0,649.24,0,0,0,22.62,0,0,0,6.39,0,0,3.21,0,0,12.96,0,0,0.72,1792.36,0,22.06,10.38,0,1.75,0,1.38,0.76,0,0,164.55,0,0,0,0,0.77
 72-82,0,0,0.88,0,12.14,11.49,0,1035.94,0,1.99,1.77,25.53,0,0.6,0,2.76,0,0,5.17,0,7.78,28.56,0.96,0.93,10.06,1186.57,0,22.54,46.5,0,3.83,0,0,0.65,0,0,95.91,12.37,0,1.58,2.44,8.35
 84-94,0,0,0,0,11.17,9.19,0,850.68,0,1.35,0.8,33.38,0,0,0.8,0,0,0.71,3.91,0.83,3.18,16.23,0,1.84,3.54,826.62,0,12.58,12.54,0,7.35,0,0,0,0,0,73.29,11.99,0.64,0,5.34,0
 96-106,0,0,0,0,11.56,2.88,1.07,1014.67,1.06,3.32,0,14.68,2.05,0,0,2,0.64,1.26,10.57,7.03,0,25.01,4.95,0,1.66,638.67,0,30.25,27.77,0,6.34,10.16,0,0,0,0,27.99,18.86,0,4.68,0,9.41
108-118,0,0,0.71,0,15.61,8.37,0,1023.44,7.37,0,0,26.07,0,0,2.35,2.66,1.01,0.55,4.02,0.53,4.51,38.69,0,0,3.03,782.8,0,13.76,29.95,0,4.44,0,0,2.52,0.49,0,31.99,13.98,0,1.63,0.72,6.82
120,0,0,0,0,27.27,16.24,0,1016.29,0,0,0,55.27,3.94,0,2,4.3,0,0,12.5,0,0,23.02,0,0,7.85,1614.32,5.23,63.82,39.67,0,25.56,0,0,0,0,0,67.97,0,0,26.91,5.7,0
