stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,10.18,916.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.57,0,0,0,0,0,0,0,0,0,0
  5-6,20.69,486.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.38,0,0,0,0,0,99.23,0,0,0,0,0,0,0,0,0,0
  7-9,13.3,6.45,0,7.66,0,0,0,19.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,343.4,20.69,0,0,72.99,0,8.05,15.06,0,0,0,0,0,0,0,0,0
 10-12,0,10.76,0,6.82,0,0,0,22.71,0,0,0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,307.52,11.15,0,0,81.2,0,6.67,3.03,0,18.23,0,0,0,0,0,0,0
 14-21,0,0,0,0,33.99,8.47,0,7.65,0,0.87,0,3.6,0.91,0,3.63,0,2.39,0,0,0,0,9.69,0,0,12.44,143.93,1.72,3.95,4.45,2.65,0,43.32,0,11.42,0,24.7,53.27,0,0,1.08,0,0
 24-34,0,0,1.42,0,15.77,1.23,0,27.56,0,1.04,0,3.76,2.67,0,2,0.6,0.62,0,0,0.68,1.39,13.03,0,0,4.87,376.59,8.1,3.63,2.97,0,0,185.35,0,0,0.64,3.98,95.96,0,0,15.04,0,0
 36-46,0,0,0,0,30.73,0.95,0,85.28,5.14,1.15,0,21.76,2.54,0,3.3,0,0.62,0,0,0,1.58,38.15,0,0,6.82,363.6,0.72,10.09,0.58,0,0,267.25,0,0,0,0,90.45,0,0,15.05,0,0
 48-58,0,0,0,0,14.63,0,0,186.29,1.08,3.61,0,35.32,0,5.1,0.55,0.45,0.87,0,3.34,0,0,36.95,4.91,1.61,5.67,259.42,1.4,2.01,5.65,0,0,233.38,0,0,0,0,62.36,0,0,4.19,0,1.18
 60-70,0,0,0,0,9.34,0.72,0,166.46,1.52,4.13,3.96,28.7,0,0,0,0,2.68,2.01,2.16,0,0,44.25,0.79,1.73,3.52,245.98,0,1.79,17.96,0,0,176.95,0,0,0,0,54.46,0,5.55,10.32,0,0
 72-82,0,0,1.09,0,6.64,15.11,0,160.24,0.49,7.42,4.15,30.97,0,0,2.37,1.76,1.04,3.97,1.78,0,0,81.93,2.36,3.8,12.47,205,3.73,10.09,7.65,0,4.65,161.39,0,0,0,0,14.21,1.67,0.75,26.45,0,0
 84-94,0.62,0,1.05,0,13.89,4.31,0.89,146.24,1.86,5.52,1.18,30.1,4.57,3.37,0.8,5.4,4.29,6.05,0,0.6,13.7,70.89,1.18,1.89,2.84,226.62,7.78,3.23,3.8,0,0,365.97,0,0,1.04,0,18.9,4.61,5.6,10.39,0.78,4.41
 96-106,0,0,3.33,0,22.69,27.98,0,173.05,0,4.79,6.52,18.62,2.71,0,2.23,3.96,10.01,0.81,7.98,0,0,56.62,15.2,4.16,3.5,137.83,2.32,6.29,6.5,0,4.17,364.12,0,0,0.62,0,14.92,0,1.92,17.61,2.89,2.32
108-118,0,0,0,0,31.98,17.4,1.32,137.28,1.22,13.86,1.48,34.28,10.9,0,3.91,4.69,7.47,0,2.61,1.88,1.55,65.8,9.65,3.86,14.35,140.49,2.18,7.04,7.31,0,7.86,351.68,0,0,2.79,0,8.76,6.45,0.54,23.48,0,2.08
120,0,0,0,0,53.39,0,0,93.45,0,5.38,0,71.19,14.21,0,0,6.49,0,0,0,0,1.51,80.81,5.42,2.13,1.09,338,0,2.15,4.15,0,0,168.38,0,0,1.26,0,8.86,1.89,10.18,15.69,7.96,3.58
