stage,blastomeres,erythrocytes,mesenchyme,muscle,neural,spinal_cord
  5-6,6.79,0,0,0,0,0
  7-9,0,0,0,0,12.61,0
 14-21,0,0,0,0,0.9,0
 36-46,0,0,0,0,2.04,0
 48-58,0,0,0.64,0,1.04,0.81
 60-70,0,0,0,7.21,1.35,0
108-118,0,0,0,0,2.23,0
120,0,1.64,0,0,0,0
